CAM.x	participantCAM.x	id	text	value	comment	date.x	x_pos	y_pos	predefinedConcept	isDraggable	isDeletable.x	isTextChangeable	isActive.x	CAM.y	participantCAM.y	id.y	date.y	idending	intensity	agreement	isBidirectional	isDeletable.y	isActive.y
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	5557e250-599c-4785-936e-88f9b8b6dfb4	negative feelings	-3		2022-11-01T09:37:20Z	425	360	TRUE	1	1	0	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	156f4c60-9fc8-4c53-8574-fcd8020a578a	2022-11-01T09:38:08Z	96a27591-63a0-4323-83a8-6669e53829eb	6	0	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	5557e250-599c-4785-936e-88f9b8b6dfb4	negative feelings	-3		2022-11-01T09:37:20Z	425	360	TRUE	1	1	0	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	a5a32b95-8270-4200-bfa2-a70a2c5a6cb4	2022-11-01T09:39:45Z	37d2614a-2107-47c2-b004-1ab56290237e	6	0	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	68a16688-52aa-4daf-8e5d-343d74163216	very effective 	3		2022-11-01T09:42:26Z	1013	49	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	75716046-4c77-449e-ae2c-deb5cea43f63	2022-11-01T09:43:14Z	c1e984bb-1a58-4a36-b476-7d4a84e610d4	6	1	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	bc0f58c3-5a23-4d78-a09b-958ce2018148	low cost	3		2022-11-01T09:43:30Z	763	57	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	f63b4819-0993-4e50-8600-6e9bd5f37c0f	2022-11-01T09:43:49Z	c1e984bb-1a58-4a36-b476-7d4a84e610d4	6	1	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	e92b98fe-b3bf-41e1-a715-23f2b64879fc	 deployed immediately 	3		2022-11-01T09:44:26Z	748	146	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	2296f367-fb0c-4869-a3c1-441e961e99ea	2022-11-01T09:45:11Z	c1e984bb-1a58-4a36-b476-7d4a84e610d4	6	1	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	114a9881-c5ea-41c6-b44d-2b6bc7a27c48	deployed constantly 	-2		2022-11-01T09:45:21Z	219	269	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	f2df1f35-a295-45f2-8c6b-6836269d98f8	2022-11-01T09:46:24Z	93e0ca48-0f44-4f08-8668-137af7f727be	6	1	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	22f5de72-11f6-492e-8c62-df3d6e593113	inherent cause	-3	SAI doesn't solve the inherent cause of the climate change problem.	2022-11-01T09:47:26Z	108	328	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	2daa1c29-b849-4406-8c20-b190c7c2a95b	2022-11-01T09:49:14Z	93e0ca48-0f44-4f08-8668-137af7f727be	6	1	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	f5066478-7c8d-4c14-9a3b-4d790f23c6e5	political social conflicts	-3	neighboring countries might be affected 	2022-11-01T09:50:08Z	136	489	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	ef502299-2934-4eb2-94aa-e484010bed2b	2022-11-01T09:51:07Z	93e0ca48-0f44-4f08-8668-137af7f727be	6	1	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	1b78cde5-9341-4eb3-9457-4ae863124868	acid rain	-3		2022-11-01T09:52:00Z	240	515	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	a97c323b-18ec-4369-ad3f-3ce08a09c767	2022-11-01T09:52:18Z	93e0ca48-0f44-4f08-8668-137af7f727be	3	1	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	c836a37b-b10c-47b2-95c9-45470c1a3574	emergency solution	10		2022-11-01T09:53:44Z	911	400	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	807626a5-0b2d-411f-8f56-0775a7a9f322	2022-11-01T09:54:23Z	96a27591-63a0-4323-83a8-6669e53829eb	3	1	1	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	6fa930cd-bd2f-400b-a924-70b0781e8f29	counteracting global warming	3		2022-11-01T09:55:14Z	863	41	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	10128fce-c24b-4967-8fe2-8d9a88ac6bff	2022-11-01T09:57:15Z	c1e984bb-1a58-4a36-b476-7d4a84e610d4	9	1	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	55513a0f-a900-4cd6-a66d-2c3b6718fcbd	easy to get	2		2022-11-01T09:59:30Z	637	692	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	01b50710-9b5d-4c55-a1f3-1a23407be36e	2022-11-01T09:59:48Z	f4a395ec-c9c7-4251-ba11-c3a8f8100631	3	1	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	53b151b2-234b-4b41-be7e-5a8f13f5c5f3	cooling earth	2		2022-11-01T10:02:03Z	644	174	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	e3daa7f6-47d3-469d-8160-370b70200276	2022-11-01T10:02:18Z	c1e984bb-1a58-4a36-b476-7d4a84e610d4	9	1	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	2dc08a8c-769e-4d61-811d-16eb8d103db0	people getting ill	-3		2022-11-01T10:02:40Z	208	638	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	644ad5ae-c672-4740-aa53-a0b18b5afce8	2022-11-01T10:03:47Z	1b78cde5-9341-4eb3-9457-4ae863124868	3	1	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	a5516cd5-41bf-4630-97a8-c38b44db93b0	unknown consequences 	-3		2022-11-01T10:05:01Z	316	219	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	497cdd04-dc8e-496e-8cb7-dc16673a65f9	2022-11-01T10:05:28Z	93e0ca48-0f44-4f08-8668-137af7f727be	6	1	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	8ba54636-60b7-4871-b781-8dd7edc8b8e7	worsened ozone depletion 	-3		2022-11-01T10:05:55Z	64	410	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	09676053-ad91-4eba-922b-85ea63cf628d	2022-11-01T10:06:11Z	93e0ca48-0f44-4f08-8668-137af7f727be	6	1	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	185b6318-305c-4ec1-ada4-d3a4709404a5	affect sollar power	-3	less sun for solar power	2022-11-01T10:06:36Z	371	502	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	4c10c220-1a17-45d1-b625-20aa244616b0	2022-11-01T10:07:33Z	93e0ca48-0f44-4f08-8668-137af7f727be	3	1	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	4a20bc6f-9cb8-41cd-8620-3d54764c684d	reduce sea melting 	3		2022-11-01T10:09:04Z	1146	97	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	a162abba-2a3f-4355-a0df-11b3b7e38851	2022-11-01T10:09:20Z	c1e984bb-1a58-4a36-b476-7d4a84e610d4	6	1	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	fca3097d-7331-42c8-86da-3fe16d946c20	increase plant production	3		2022-11-01T10:10:09Z	1155	237	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	5c16aa47-30ea-4742-98fb-2389035f1776	2022-11-01T10:10:19Z	c1e984bb-1a58-4a36-b476-7d4a84e610d4	3	1	0	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	96a27591-63a0-4323-83a8-6669e53829eb	acceptability of SAI	0		2022-11-01T09:37:20Z	650	400	TRUE	0	0	0	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	807626a5-0b2d-411f-8f56-0775a7a9f322	2022-11-01T09:54:23Z	c836a37b-b10c-47b2-95c9-45470c1a3574	3	1	1	1	TRUE
e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	f4a395ec-c9c7-4251-ba11-c3a8f8100631	sulfur particles	10		2022-11-01T09:58:42Z	641	558	FALSE	1	1	1	TRUE	e975682f-6f69-4d79-b28e-87019da8b981	62e54956b282b314d6fac945	ff7c5dc3-4f89-4020-a8a0-9f1ca0f15045	2022-11-01T09:59:02Z	96a27591-63a0-4323-83a8-6669e53829eb	3	1	1	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	cedfb404-40ec-4f81-877c-22108a7113eb	acceptability of SAI	10		2022-11-01T09:37:20Z	650	400	TRUE	0	0	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	d5757f25-0d79-410c-aa68-c4868482671f	2022-11-01T09:39:08Z	08a4a690-fcf0-400d-81c8-177be90f51aa	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	cedfb404-40ec-4f81-877c-22108a7113eb	acceptability of SAI	10		2022-11-01T09:37:20Z	650	400	TRUE	0	0	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	928981aa-21ad-4334-8bc6-3834ded2020e	2022-11-01T09:44:52Z	75e34fd2-27f9-42db-b586-bae928f10e58	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	cedfb404-40ec-4f81-877c-22108a7113eb	acceptability of SAI	10		2022-11-01T09:37:20Z	650	400	TRUE	0	0	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	5e0b84ca-45d2-4f74-82f1-a11a7237fff6	2022-11-01T09:47:34Z	2bf3f799-8ffe-4c3f-bfc9-5761962ef7a1	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	cedfb404-40ec-4f81-877c-22108a7113eb	acceptability of SAI	10		2022-11-01T09:37:20Z	650	400	TRUE	0	0	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	b231ab54-4ea2-4db2-8bf8-6e931543e6d1	2022-11-01T09:47:49Z	bdafbf9c-c0dd-4937-8deb-93684a649883	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	08a4a690-fcf0-400d-81c8-177be90f51aa	negative feelings	-3	harming people	2022-11-01T09:37:20Z	487	476	TRUE	1	1	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	93a7fb7d-5af1-44b2-bf42-d8dad043f622	2022-11-01T09:43:07Z	f3d91992-2d12-43e4-8791-ff8688786746	9	1	1	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	d9af1bae-3909-4752-800b-773814d33b2b	perceived risks	-3		2022-11-01T09:37:20Z	444	192	TRUE	1	1	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	003ab429-811d-4ca8-b44c-b159b1c7e1fb	2022-11-01T09:42:51Z	cedfb404-40ec-4f81-877c-22108a7113eb	3	0	1	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	d9af1bae-3909-4752-800b-773814d33b2b	perceived risks	-3		2022-11-01T09:37:20Z	444	192	TRUE	1	1	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	32da1a4e-ab8c-4739-8b04-2f6b69a771e0	2022-11-01T09:52:35Z	16475b1b-ba47-459b-aa09-0ac03950bf57	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	d9af1bae-3909-4752-800b-773814d33b2b	perceived risks	-3		2022-11-01T09:37:20Z	444	192	TRUE	1	1	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	e0047f16-5556-4d22-a89c-64358dfdbb0e	2022-11-01T09:53:16Z	cf45ae24-d32a-4595-b47f-c518127f776b	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	d9af1bae-3909-4752-800b-773814d33b2b	perceived risks	-3		2022-11-01T09:37:20Z	444	192	TRUE	1	1	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	f085eb6b-0bb3-4de8-aafd-86e9e04a133c	2022-11-01T09:58:45Z	2652c645-aa81-4c98-bf3b-36616f2901eb	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	d9af1bae-3909-4752-800b-773814d33b2b	perceived risks	-3		2022-11-01T09:37:20Z	444	192	TRUE	1	1	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	b52288c0-ab26-4b53-a59d-db0cb97fc084	2022-11-01T10:01:49Z	c0192dfc-5568-43e1-8888-d164fbab273e	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	d9af1bae-3909-4752-800b-773814d33b2b	perceived risks	-3		2022-11-01T09:37:20Z	444	192	TRUE	1	1	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	eb0085c6-47a6-43b7-ae29-e58614936c77	2022-11-01T10:05:18Z	e68fddff-e254-4384-a8a0-c1f1b3fcfda2	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	2bf3f799-8ffe-4c3f-bfc9-5761962ef7a1	perceived benefits	2		2022-11-01T09:37:20Z	698	235	TRUE	1	1	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	a7660ac3-c60d-4c84-8cf9-91a94d641e8f	2022-11-01T09:49:16Z	a2840ed0-bb2d-4e8a-b228-2dea99ec8d3d	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	2bf3f799-8ffe-4c3f-bfc9-5761962ef7a1	perceived benefits	2		2022-11-01T09:37:20Z	698	235	TRUE	1	1	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	edf17ab8-5cf9-4ecf-b02a-cb067ce4c141	2022-11-01T10:09:20Z	86d2dd76-a685-473b-b2b6-ccc6a4bee735	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	2bf3f799-8ffe-4c3f-bfc9-5761962ef7a1	perceived benefits	2		2022-11-01T09:37:20Z	698	235	TRUE	1	1	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	d639c205-de99-4b49-ae79-67a581644211	2022-11-01T10:11:07Z	beb1498c-4725-4c7b-8538-6b93dcb19e80	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	bdafbf9c-c0dd-4937-8deb-93684a649883	positive feelings	3		2022-11-01T09:37:20Z	899	340	TRUE	1	1	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	ced9d56f-77e4-4579-ae74-a1f4ebe14847	2022-11-01T10:00:27Z	68781a70-7fa4-41c0-b217-66acad850e4b	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	75e34fd2-27f9-42db-b586-bae928f10e58	trust in policitical institutions	-2		2022-11-01T09:37:20Z	829	493	TRUE	1	1	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	3fca4307-b08d-4982-b8fd-7185fea00380	2022-11-01T09:50:54Z	95435249-1d4b-4877-939c-ad5654f9c95d	9	0	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	75e34fd2-27f9-42db-b586-bae928f10e58	trust in policitical institutions	-2		2022-11-01T09:37:20Z	829	493	TRUE	1	1	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	1fa110a1-2b52-42fc-a72f-e2d1b56dde9a	2022-11-01T10:06:59Z	f61a8b4d-ffeb-45ce-ab44-d4c51aad2e3a	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	75e34fd2-27f9-42db-b586-bae928f10e58	trust in policitical institutions	-2		2022-11-01T09:37:20Z	829	493	TRUE	1	1	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	937a6626-7224-4678-bd0c-d38787606c8c	2022-11-01T10:08:25Z	47942c95-323c-4f22-a87c-e32f36a608b4	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	75e34fd2-27f9-42db-b586-bae928f10e58	trust in policitical institutions	-2		2022-11-01T09:37:20Z	829	493	TRUE	1	1	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	5abe9602-96ee-44fa-80aa-3463942d0412	2022-11-01T10:10:30Z	f7cdece2-b8ec-4a19-841d-55661e189f4e	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	f3d91992-2d12-43e4-8791-ff8688786746	unkown side effect	-3	It could harm people health	2022-11-01T09:38:55Z	287	432	FALSE	1	1	1	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	12d9905b-956a-4517-bcd0-6e8d9f032795	2022-11-01T09:44:17Z	afb8b110-f7ab-4413-90d5-25309a47cd32	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	f3d91992-2d12-43e4-8791-ff8688786746	unkown side effect	-3	It could harm people health	2022-11-01T09:38:55Z	287	432	FALSE	1	1	1	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	af405926-d938-459d-8686-f659acbdbca7	2022-11-01T09:54:44Z	f9bd44ec-4bbc-462c-a08f-bd93add19ccf	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	f3d91992-2d12-43e4-8791-ff8688786746	unkown side effect	-3	It could harm people health	2022-11-01T09:38:55Z	287	432	FALSE	1	1	1	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	c301b6d2-0533-42b4-98a2-12a5506c7729	2022-11-01T09:55:44Z	5909e78a-f6bd-4053-9abd-23f7fa8c4638	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	f3d91992-2d12-43e4-8791-ff8688786746	unkown side effect	-3	It could harm people health	2022-11-01T09:38:55Z	287	432	FALSE	1	1	1	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	22309540-ead4-4bf8-9a93-19c45cd9a043	2022-11-01T09:59:23Z	799de46b-cb2a-4844-a8b4-f4b1153548e6	3	1	0	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	cedfb404-40ec-4f81-877c-22108a7113eb	acceptability of SAI	10		2022-11-01T09:37:20Z	650	400	TRUE	0	0	0	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	003ab429-811d-4ca8-b44c-b159b1c7e1fb	2022-11-01T09:42:51Z	d9af1bae-3909-4752-800b-773814d33b2b	3	0	1	1	TRUE
aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	f3d91992-2d12-43e4-8791-ff8688786746	unkown side effect	-3	It could harm people health	2022-11-01T09:38:55Z	287	432	FALSE	1	1	1	TRUE	aac42e4a-d175-4d62-9d1e-6cef430e570c	5f17400f851b4209058b55e5	93a7fb7d-5af1-44b2-bf42-d8dad043f622	2022-11-01T09:43:07Z	08a4a690-fcf0-400d-81c8-177be90f51aa	9	1	1	1	TRUE
9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	a2f2f052-a3e3-4413-b50a-a09a39eb8131	acceptability of SAI	0		2022-11-01T09:37:16Z	650	400	TRUE	0	0	0	TRUE	9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	509b666c-04df-4960-a887-7fd2d0ef0883	2022-11-01T09:47:35Z	fc89ed01-8608-4eab-a540-249e4c2448e2	3	0	1	1	TRUE
9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	fc89ed01-8608-4eab-a540-249e4c2448e2	perceived risks	10		2022-11-01T09:37:16Z	879	669	TRUE	1	1	0	TRUE	9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	f75d62cd-558b-45de-9078-f9c9f0b34bcf	2022-11-01T09:47:54Z	2d587610-6213-4b0f-a192-193c8a9a21c3	3	0	1	1	TRUE
9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	2d587610-6213-4b0f-a192-193c8a9a21c3	negative feelings	-3		2022-11-01T09:37:16Z	651	667	TRUE	1	1	0	TRUE	9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	55effa78-d6f6-433e-a6d7-d5e552581270	2022-11-01T09:45:38Z	a2f2f052-a3e3-4413-b50a-a09a39eb8131	9	0	0	1	TRUE
9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	ac07387b-8144-4983-ab44-0ce43bb9f1eb	perceived benefits	2		2022-11-01T09:37:16Z	276	390	TRUE	1	1	0	TRUE	9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	c7b16a5f-3d60-434b-b01e-80209aa1d0d5	2022-11-01T09:44:59Z	a2f2f052-a3e3-4413-b50a-a09a39eb8131	3	1	0	1	TRUE
9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	ac07387b-8144-4983-ab44-0ce43bb9f1eb	perceived benefits	2		2022-11-01T09:37:16Z	276	390	TRUE	1	1	0	TRUE	9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	8019f2fa-1256-44b3-aa2c-62122827f314	2022-11-01T10:10:27Z	6b20a04f-8ade-4e08-905a-33a6bb08040f	3	1	1	1	TRUE
9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	e15c0b56-b657-4345-a575-68d713349a30	trust in policitical institutions	10		2022-11-01T09:37:16Z	435	611	TRUE	1	1	0	TRUE	9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	d2677c36-a90b-4794-89e7-7aca39d10bc0	2022-11-01T09:46:54Z	a2f2f052-a3e3-4413-b50a-a09a39eb8131	3	1	0	1	TRUE
9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	04f6ed28-1db1-406d-a1f1-1c2591d65da8	positive feelings	2		2022-11-01T09:37:16Z	238	573	TRUE	1	1	0	TRUE	9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	15c0c6da-2f1a-4a78-9e1e-c4d2904b99b9	2022-11-01T09:44:32Z	a2f2f052-a3e3-4413-b50a-a09a39eb8131	3	1	0	1	TRUE
9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	4fccfa3e-1bdd-4545-a410-c25b56aa7e8f	Cost	10		2022-11-01T09:41:04Z	645	194	FALSE	1	1	1	TRUE	9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	a96f7e3b-7f23-41ae-8905-75380f5a31eb	2022-11-01T09:41:38Z	a2f2f052-a3e3-4413-b50a-a09a39eb8131	3	1	0	1	TRUE
9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	0f179d90-a1d2-416d-a574-973b77df835a	Tech improvement	2		2022-11-01T09:43:03Z	832	193	FALSE	1	1	1	TRUE	9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	569bb99e-af6b-4673-920f-7e9fa833ad40	2022-11-01T09:44:10Z	4fccfa3e-1bdd-4545-a410-c25b56aa7e8f	3	1	0	1	TRUE
9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	2d34a29a-2ab8-41d0-9e30-a5b6a0a8ee9b	excutive team	1	Who controls	2022-11-01T09:48:25Z	993	396	FALSE	1	1	1	TRUE	9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	cd7dd8f3-a4d9-4774-ad95-37b058159aae	2022-11-01T09:50:15Z	a2f2f052-a3e3-4413-b50a-a09a39eb8131	3	1	0	1	TRUE
9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	2d34a29a-2ab8-41d0-9e30-a5b6a0a8ee9b	excutive team	1	Who controls	2022-11-01T09:48:25Z	993	396	FALSE	1	1	1	TRUE	9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	929532b4-60b9-4f36-864e-4e127489727f	2022-11-01T09:51:28Z	4fccfa3e-1bdd-4545-a410-c25b56aa7e8f	3	1	0	1	TRUE
9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	2d34a29a-2ab8-41d0-9e30-a5b6a0a8ee9b	excutive team	1	Who controls	2022-11-01T09:48:25Z	993	396	FALSE	1	1	1	TRUE	9c27e5c0-a588-4745-be8a-45ad207b9b30	5d8cb1c93a7d5c00196eae92	231cbad9-8734-4851-9da2-827572049112	2022-11-01T10:03:54Z	f35aa99d-9b6a-42af-971b-e59f3f5d9839	3	1	1	1	TRUE
