CAM	participantCAM	id	text	value	comment	date	x_pos	y_pos	predefinedConcept	isDraggable	isDeletable	isTextChangeable	isActive	text_summarized
e774e5d7-1ada-4b38-9da3-4eda546cb720	noID	110553fa-1158-4ceb-b3f7-c044a27abc66	capitalism	-1		2023-12-10T16:25:30Z	784.4	505.6	FALSE	1	1	1	TRUE	capitalism_negative
e774e5d7-1ada-4b38-9da3-4eda546cb720	noID	dcae3c6e-3b32-476d-8211-b3517a3d7d8d	war	-3		2023-12-10T16:29:25Z	362.4	588.6	FALSE	1	1	1	TRUE	social consequences_negative
e774e5d7-1ada-4b38-9da3-4eda546cb720	noID	0eaa4981-0fdb-4fe4-8b74-75974d6d430e	own responsibility	10		2023-12-10T16:32:14Z	928.4	206.6	FALSE	1	1	1	TRUE	environmental consciousness_ambivalent
e774e5d7-1ada-4b38-9da3-4eda546cb720	noID	5daf8105-2684-48ca-998a-652db95a8e72	hopelessness and fear	-3		2023-12-10T16:32:36Z	928.4	621.6	FALSE	1	1	1	TRUE	negative emotions_negative
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	a4872550-a0ca-41ff-8e71-073c827eed57	climate change	-2		2023-12-10T17:07:38Z	650	400	TRUE	0	0	0	TRUE	Climate Change_negative
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	4fa8b828-6872-44f2-bd86-6f650fc7e3ff	extreme weather situations	-3		2023-12-10T17:07:49Z	887	319	FALSE	1	1	1	TRUE	natural disaster_negative
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	99650a58-3570-49a0-9bc1-dfafe942de20	heavy rain	-3		2023-12-10T17:08:18Z	1044	428	FALSE	1	1	1	TRUE	natural disaster_negative
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	379636fc-4a42-4e4d-8849-cbeb9ada8d64	heatwaves	-3		2023-12-10T17:08:23Z	1058	319	FALSE	1	1	1	TRUE	natural disaster_negative
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	ae5ebe55-8edd-4039-ae45-fb73bbe40860	heat-related deaths	-3		2023-12-10T17:08:47Z	1157	210	FALSE	1	1	1	TRUE	natural disaster_negative
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	2d81c742-e358-4498-a210-0fbfba7f97ae	outdoor pool weather	3		2023-12-10T17:09:04Z	1188	418	FALSE	1	1	1	TRUE	positive consequences_positive
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	4226bd1b-9dd3-488a-8ab2-cf4771b475f3	crop changes	10		2023-12-10T17:09:15Z	453	349	FALSE	1	1	1	TRUE	impact on agriculture_ambivalent
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	31b2cb3d-7bad-4790-93bf-3a7508784220	native plants die	-3		2023-12-10T17:09:39Z	488	191	FALSE	1	1	1	TRUE	destruction of the environment_negative
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	0e89251c-8468-44ee-bd22-bbea154c5850	opportunities for the exotic	2		2023-12-10T17:11:06Z	630	144	FALSE	1	1	1	TRUE	positive consequences_positive
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	43579504-da8b-4692-96d5-4d9a2c76665b	climate policy	10		2023-12-10T17:11:38Z	673	624	FALSE	1	1	1	TRUE	political measures against climate change_ambivalent
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	07da1cc6-296e-4f63-8f1e-0a6b6e950a85	good climate policy	3		2023-12-10T17:11:52Z	908	570	FALSE	1	1	1	TRUE	political measures against climate change_positive
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	098e3863-7bb7-4af3-8079-593ebecffcac	poor climate policy	-3		2023-12-10T17:11:57Z	485	671	FALSE	1	1	1	TRUE	political measures against climate change_negative
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	eaf8a010-7761-4a7f-bf37-6b823e0eb26d	climate refugees	-1		2023-12-10T17:12:55Z	441	506	FALSE	1	1	1	TRUE	social consequences_negative
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	05033d56-4ef2-42f7-955d-f6dbcb68451f	sea level rise	-2		2023-12-10T17:14:49Z	741	247	FALSE	1	1	1	TRUE	rising sea level_negative
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	9c75cd87-1117-499e-be6b-981b4596028f	sustainable politics	3		2023-12-10T17:15:37Z	1074	648	FALSE	1	1	1	TRUE	political measures against climate change_positive
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	cf86f01b-0450-4238-8abf-f96f22d1f5b2	co2 emissions	-3		2023-12-10T17:15:58Z	785	488	FALSE	1	1	1	TRUE	scientific explanation_negative
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	401616d0-c36b-4355-9bdc-bf0c46a140df	crop failures	-3		2023-12-10T17:16:28Z	261	378	FALSE	1	1	1	TRUE	impact on agriculture_negative
ba2e12b9-5816-4c2a-9f75-eae01ad96bdf	noID	7dba642b-8c09-49aa-858c-2ddc8500c407	famine	-3		2023-12-10T17:16:44Z	222	502	FALSE	1	1	1	TRUE	danger to humanity_negative
e44388ba-db08-42b9-a627-7f123dc66c20	noID	e3fc796f-49fd-4f75-ab92-1a27f51abfcc	climate change	0		2023-12-10T18:44:55Z	650	400	TRUE	0	0	0	TRUE	Climate Change_neutral
e44388ba-db08-42b9-a627-7f123dc66c20	noID	a8ff38de-dbd6-44f1-9033-cbd839b7440f	natural disaster	-3		2023-12-10T18:45:16Z	823	251.3333	FALSE	1	1	1	TRUE	natural disaster_negative
e44388ba-db08-42b9-a627-7f123dc66c20	noID	2093ed67-a4f2-4f71-a3d7-ee2a0d4dad3a	many refugees	-2		2023-12-10T18:45:48Z	1118	247.3333	FALSE	1	1	1	TRUE	social consequences_negative
e44388ba-db08-42b9-a627-7f123dc66c20	noID	b43e5f2d-37cd-45a4-bacc-b7b83dcc2643	politically wanted	-3	Das Thema wird übertrieben in den Medien dargestellt 	2023-12-10T18:46:14Z	874	554.3333	FALSE	1	1	1	TRUE	political conspiracy_negative
e44388ba-db08-42b9-a627-7f123dc66c20	noID	8d94194e-0bfe-41d6-af92-0e37dbb67009	natural	2	Den Klimawandel gab es schon immer	2023-12-10T18:46:50Z	348	489.3333	FALSE	1	1	1	TRUE	natural process_positive
e44388ba-db08-42b9-a627-7f123dc66c20	noID	96df947b-244e-4885-bd45-f432d09f98b8	false information	-3	Falsche Infos zu diesem Thema 	2023-12-10T18:47:19Z	1152	551.3333	FALSE	1	1	1	TRUE	conspirative narration_negative
e44388ba-db08-42b9-a627-7f123dc66c20	noID	f63f62d3-b7a6-4470-b963-3d39e394f85b	co2 tax	-3		2023-12-10T18:49:01Z	456	175.3333	FALSE	1	1	1	TRUE	political measures against climate change_negative
e44388ba-db08-42b9-a627-7f123dc66c20	noID	c43e484a-b873-4726-9bf5-3654186ece28	expensive fuel prices	-3		2023-12-10T18:49:24Z	173	165.3333	FALSE	1	1	1	TRUE	costs_negative
e44388ba-db08-42b9-a627-7f123dc66c20	noID	4bb898be-1287-455e-ac86-2c2f3f86f006	expensive electricity prices	-3	Durch die Co2 Steuer teurere Strompreise	2023-12-10T18:50:23Z	252	299.3333	FALSE	1	1	1	TRUE	costs_negative
e44388ba-db08-42b9-a627-7f123dc66c20	noID	e5e9e7d3-5a4f-41ab-8eb0-99d4a42a07e8	worse economy	-3	Unternehmen haben höhere Ausgaben 	2023-12-10T18:51:25Z	173	485.3333	FALSE	1	1	1	TRUE	economy_negative
e44388ba-db08-42b9-a627-7f123dc66c20	noID	7421942e-fcd7-4d6c-9670-fa075d93dd26	more unemployed	-3	Mehr Arbeitslose da mehr Unternehmen ins Ausland gehen 	2023-12-10T18:53:50Z	425	647.3333	FALSE	1	1	1	TRUE	social consequences_negative
e44388ba-db08-42b9-a627-7f123dc66c20	noID	1cf42237-7f32-4c50-a598-d72f67e6efec	restricting mobility	-3	Individualverkehr soll eingeschränkt werden 	2023-12-10T18:55:16Z	91	333.3333	FALSE	1	1	1	TRUE	political measures against climate change_negative
17739851-1857-4ce0-a381-db5833e1f9e4	noID	25fd5b80-7c3e-41e1-a4b1-2cacf3c441ff	climate change	-3		2023-12-10T18:38:02Z	650	400	TRUE	0	0	0	TRUE	Climate Change_negative
17739851-1857-4ce0-a381-db5833e1f9e4	noID	25b0a4a7-30e8-4b16-9e06-5fc1dea9c8c6	sustainability	3		2023-12-10T18:38:16Z	818	275.3333	FALSE	1	1	1	TRUE	protection of the environment_positive
17739851-1857-4ce0-a381-db5833e1f9e4	noID	726cb6ea-26f1-485a-97d1-6a81d9fffe50	consequence	-3		2023-12-10T18:38:36Z	765	564.3333	FALSE	1	1	1	TRUE	negative consequences_negative
17739851-1857-4ce0-a381-db5833e1f9e4	noID	a4a54731-2dc1-4dcc-8b6c-a6408f46e861	causes	-3		2023-12-10T18:38:46Z	418	312.3333	FALSE	1	1	1	TRUE	scientific explanation_negative
17739851-1857-4ce0-a381-db5833e1f9e4	noID	ed732105-2782-490b-80e2-6201a8f0d3dc	human	10		2023-12-10T18:39:01Z	463	490.3333	FALSE	1	1	1	TRUE	man made_ambivalent
17739851-1857-4ce0-a381-db5833e1f9e4	noID	23fa32a1-2efb-4465-a4a5-46f7080dcd9a	species extinction	-3		2023-12-10T18:43:23Z	905	493.3333	FALSE	1	1	1	TRUE	destruction of the environment_negative
17739851-1857-4ce0-a381-db5833e1f9e4	noID	5d4ccda1-1c63-4601-8734-6450aa03fbc9	greenhouse gas	-3		2023-12-10T18:43:35Z	253	406.3333	FALSE	1	1	1	TRUE	scientific explanation_negative
17739851-1857-4ce0-a381-db5833e1f9e4	noID	b22df0f5-0e18-4cd6-bf3f-9b3d07b52daa	global warming	-3		2023-12-10T18:43:35Z	893	615.3333	FALSE	1	1	1	TRUE	global warming_negative
17739851-1857-4ce0-a381-db5833e1f9e4	noID	305d29d7-4cdf-47ff-8b8b-16c241e6b468	future-oriented action	2		2023-12-10T18:45:50Z	781	159.3333	FALSE	1	1	1	TRUE	global responsibility_positive
17739851-1857-4ce0-a381-db5833e1f9e4	noID	37dd537c-ec2c-49da-8c5c-0a631cdcab08	awareness & engagement	2		2023-12-10T18:45:51Z	937	198.3333	FALSE	1	1	1	TRUE	environmental consciousness_positive
17739851-1857-4ce0-a381-db5833e1f9e4	noID	c4537624-9044-49de-bf22-674bc88a1cb3	protection of resources	3		2023-12-10T18:47:38Z	953	293.3333	FALSE	1	1	1	TRUE	protection of the environment_positive
17739851-1857-4ce0-a381-db5833e1f9e4	noID	8861e4bf-ada4-4aaf-883a-a757ffda8bee	global conflicts	-3	Ressourcen, Migration,...	2023-12-10T18:48:16Z	727	662.3333	FALSE	1	1	1	TRUE	global dimension_negative
17739851-1857-4ce0-a381-db5833e1f9e4	noID	7fd716be-6fae-4993-9cc3-8f23c41735b1	egoism	-3		2023-12-10T18:49:29Z	465	567.3333	FALSE	1	1	1	TRUE	environmental damaging behavior _negative
17739851-1857-4ce0-a381-db5833e1f9e4	noID	0bdb6644-ec2b-4f81-9258-4a7801d49de1	global responsibility	10	Kooperation	2023-12-10T18:50:08Z	647	264.3333	FALSE	1	1	1	TRUE	global responsibility_ambivalent
17739851-1857-4ce0-a381-db5833e1f9e4	noID	c97b9a39-3096-40dc-9b02-1cc88328c3dc	global warming	-3		2023-12-10T18:51:58Z	329	159.3333	FALSE	1	1	1	TRUE	global warming_negative
3ec6ecdf-4b8d-4b26-9bc7-0b026f5b8cb4	noID	856bfbcb-1921-4acf-b12d-c2da109efdec	climate change	-3		2023-12-10T18:52:53Z	650	400	TRUE	0	0	0	TRUE	Climate Change_negative
3ec6ecdf-4b8d-4b26-9bc7-0b026f5b8cb4	noID	1b3ce136-5a7f-446d-9240-d26b9713dad3	species extinction	-3		2023-12-10T18:53:37Z	826	246	FALSE	1	1	1	TRUE	destruction of the environment_negative
3ec6ecdf-4b8d-4b26-9bc7-0b026f5b8cb4	noID	d54c225d-af90-4dc3-80fc-7157db5af620	melting ice	-3		2023-12-10T18:53:55Z	874	452	FALSE	1	1	1	TRUE	global warming_negative
3ec6ecdf-4b8d-4b26-9bc7-0b026f5b8cb4	noID	f66f7089-9b02-45da-afab-20cc29941cc0	resources	10	Rohstoffe unter dem Eis werden frei, verstärkt den Klimawandel aber nur	2023-12-10T18:54:23Z	833	596	FALSE	1	1	1	TRUE	scientific explanation_ambivalent
3ec6ecdf-4b8d-4b26-9bc7-0b026f5b8cb4	noID	f3d67c8b-9f2d-4512-bb3d-4c985621dc1d	influence of the individual	10	Was kann der Einzelne bewirken?	2023-12-10T18:55:17Z	529	245	FALSE	1	1	1	TRUE	environmental consciousness_ambivalent
3ec6ecdf-4b8d-4b26-9bc7-0b026f5b8cb4	noID	bf69049d-f99e-4628-b0af-74b029bc3374	inactive global corporations	-3		2023-12-10T18:55:47Z	406	354	FALSE	1	1	1	TRUE	global responsibility_negative
3ec6ecdf-4b8d-4b26-9bc7-0b026f5b8cb4	noID	bc1987b0-3557-45f5-8138-d6668edfc872	desperation	-3	Verzweiflung, ob man es einfach als einzelne Person lassen soll was zu unternehmen?	2023-12-10T18:56:05Z	397	203	FALSE	1	1	1	TRUE	negative emotions_negative
3ec6ecdf-4b8d-4b26-9bc7-0b026f5b8cb4	noID	b7957102-182f-4898-ae24-3435a7343077	thirst for action	3	Der Wille etwas zu tun	2023-12-10T18:56:40Z	602	141	FALSE	1	1	1	TRUE	activism_positive
3ec6ecdf-4b8d-4b26-9bc7-0b026f5b8cb4	noID	545e77fd-e587-4c0c-98e2-062828536016	sea level rise	-3	Steigt durch Eisschmelze	2023-12-10T18:57:31Z	1047	450	FALSE	1	1	1	TRUE	rising sea level_negative
3ec6ecdf-4b8d-4b26-9bc7-0b026f5b8cb4	noID	082839f8-7bf0-409c-ba59-abb920ea0bfb	self-propelling force	-3	Meeresspiegel steigt, noch mehr Eis schmilzt 	2023-12-10T18:58:15Z	965	321	FALSE	1	1	1	TRUE	rising sea level_negative
3ec6ecdf-4b8d-4b26-9bc7-0b026f5b8cb4	noID	07e1d07e-eff3-4340-bc6e-0417bdbb5788	electric cars as a solution	1	Sind E Autos wirklich die Lösung?	2023-12-10T18:58:58Z	621	525	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
3ec6ecdf-4b8d-4b26-9bc7-0b026f5b8cb4	noID	03d81052-741b-4cf1-aaf4-fd24eae379f3	child labor in mining?	-3		2023-12-10T18:59:18Z	677	668	FALSE	1	1	1	TRUE	industry_negative
3ec6ecdf-4b8d-4b26-9bc7-0b026f5b8cb4	noID	e052fc8e-6c5f-43ad-83a3-cba6090090f2	energy transition	1	Überheben wir uns mit der Energiewende?	2023-12-10T18:59:26Z	401	527	FALSE	1	1	1	TRUE	green technologies_positive
3ec6ecdf-4b8d-4b26-9bc7-0b026f5b8cb4	noID	5e386c12-e1a2-4fc6-b9c1-382af25790b0	no more nuclear power?	10	Atomstrom ist CO2 neutral	2023-12-10T19:00:39Z	229	496	FALSE	1	1	1	TRUE	nuclear power_ambivalent
3ec6ecdf-4b8d-4b26-9bc7-0b026f5b8cb4	noID	303c972b-406c-4cc8-84d8-da95e4b8f511	coal phase-out postponed	-3	Während der Atomausstieg durchgezogen wurde, verstromen wir weiter Kohle	2023-12-10T19:01:14Z	326	631	FALSE	1	1	1	TRUE	politics_negative
3ec6ecdf-4b8d-4b26-9bc7-0b026f5b8cb4	noID	3b516725-a8ff-4968-aaa7-1f84622ef478	climate summits are a farce	-3	Klimagipfel in Saudi Arabien, große Profiteure von Öl	2023-12-10T19:02:05Z	263	406	FALSE	1	1	1	TRUE	political measures against climate change_negative
3ec6ecdf-4b8d-4b26-9bc7-0b026f5b8cb4	noID	fd4ba710-115c-4255-9ca3-9d72de2a994b	desperation in us politics	-3	Trump Wiederwahl große Gefahr für Klimaschutz	2023-12-10T19:02:56Z	245	286	FALSE	1	1	1	TRUE	politics_negative
2a21cdd3-f86b-4083-af84-9dc396fd5c64	noID	4afb7261-205e-49fd-89e4-12d7f0da44ef	climate change	0		2023-12-10T20:31:02Z	650	400	TRUE	0	0	0	TRUE	Climate Change_neutral
2a21cdd3-f86b-4083-af84-9dc396fd5c64	noID	96451d95-6820-46bd-8a42-3c2bd9896031	human	-3	Menschen tragen zur Klimawandel bei	2023-12-10T20:31:34Z	509	400	FALSE	1	1	1	TRUE	man made_negative
2a21cdd3-f86b-4083-af84-9dc396fd5c64	noID	6f665199-4795-431e-b8fe-775456d3aba4	fast fashion	-3		2023-12-10T20:32:21Z	315	501	FALSE	1	1	1	TRUE	industry_negative
2a21cdd3-f86b-4083-af84-9dc396fd5c64	noID	4d87ab6e-a198-4934-86b8-c09c9a7b5f20	food waste	-3		2023-12-10T20:32:46Z	440	500	FALSE	1	1	1	TRUE	environmental damaging behavior _negative
2a21cdd3-f86b-4083-af84-9dc396fd5c64	noID	d28fe9cc-3611-4ab0-a1d1-fa29a7a86d1a	loss of biodiversity	-3		2023-12-10T20:33:20Z	823	398	FALSE	1	1	1	TRUE	destruction of the environment_negative
2a21cdd3-f86b-4083-af84-9dc396fd5c64	noID	0ee2f0f5-a9b9-407c-9f8d-cb7428c74560	flooding	-3		2023-12-10T20:34:13Z	823	316	FALSE	1	1	1	TRUE	natural disaster_negative
2a21cdd3-f86b-4083-af84-9dc396fd5c64	noID	4fdab327-e7aa-49d6-ac53-50e774c7fdb0	global warming	-3		2023-12-10T20:35:30Z	829	484	FALSE	1	1	1	TRUE	global warming_negative
2a21cdd3-f86b-4083-af84-9dc396fd5c64	noID	037f8904-c771-4bc0-898f-a182e39b2023	water pollution	-3		2023-12-10T20:37:00Z	311	400	FALSE	1	1	1	TRUE	environmental pollution_negative
2a21cdd3-f86b-4083-af84-9dc396fd5c64	noID	83fe592f-820c-4e7e-8bed-2173a7f2605a	microplastics	-3		2023-12-10T20:38:47Z	329	313	FALSE	1	1	1	TRUE	environmental pollution_negative
2a21cdd3-f86b-4083-af84-9dc396fd5c64	noID	5d3c7371-bcec-44ae-89b7-b5c2b601677e	measures	3	Zum Bsp. das Recyclen	2023-12-10T20:39:14Z	653	272	FALSE	1	1	1	TRUE	general measures against climate change_positive
2a21cdd3-f86b-4083-af84-9dc396fd5c64	noID	f7b649ab-464d-4b59-8aef-542537cce82f	exhaust gases	-3		2023-12-10T20:40:57Z	369	238	FALSE	1	1	1	TRUE	scientific explanation_negative
2a21cdd3-f86b-4083-af84-9dc396fd5c64	noID	e9c4e397-b119-4f99-87e9-83f172227a32	natural	-2	Klimawandel durch natürliche Prozese	2023-12-10T20:43:18Z	599	516	FALSE	1	1	1	TRUE	natural process_negative
2a21cdd3-f86b-4083-af84-9dc396fd5c64	noID	1356fb2e-16f9-45c1-bb5e-d9494f6c033a	forest fire	-3		2023-12-10T20:44:25Z	822	551	FALSE	1	1	1	TRUE	natural disaster_negative
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	13236aa0-5e75-4762-8415-d74859ded6d7	climate change	-3		2023-12-11T06:53:16Z	650	400	TRUE	0	0	0	TRUE	Climate Change_negative
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	fb337863-526a-4d9d-8a56-beda0ab9db54	demonstrations	3		2023-12-11T06:59:06Z	794	470	FALSE	1	1	1	TRUE	activism_positive
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	84a3f1ef-ecc4-4d82-8792-e441bcab5f56	fridays for future	3		2023-12-11T06:59:38Z	970	502	FALSE	1	1	1	TRUE	activism_positive
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	981a9e26-6c59-4ab2-bb96-8072912c8c1c	last generation	2		2023-12-11T06:59:50Z	892	599	FALSE	1	1	1	TRUE	activism_positive
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	cab80483-a7a8-47cb-9bef-9f07021d6b50	renewable energy	2		2023-12-11T07:00:06Z	853	316	FALSE	1	1	1	TRUE	green technologies_positive
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	3732689d-5938-4edb-82d5-3590f933db9d	extreme weather	-3		2023-12-11T07:00:23Z	436	531	FALSE	1	1	1	TRUE	natural disaster_negative
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	107fa0f4-4dbf-4607-a5f0-2056976aedc3	recycling	3		2023-12-11T07:00:41Z	718	71	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	40a26dd6-8c6a-45e5-9e5b-08fcc9396969	make public transport attractive	2		2023-12-11T07:08:43Z	604	175	FALSE	1	1	1	TRUE	political measures against climate change_positive
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	4fb8fb02-f238-49f1-8ea1-8a0bb56c469d	sea level	-2		2023-12-11T07:09:18Z	395	402	FALSE	1	1	1	TRUE	rising sea level_negative
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	3b896600-5afd-4e9b-89e9-5b3ebc4cf685	disasters	-2		2023-12-11T07:09:34Z	301	282	FALSE	1	1	1	TRUE	natural disaster_negative
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	381fe7d2-d8cb-4297-b2f9-cb9349fa96e2	flooding	-3		2023-12-11T07:10:58Z	261	443	FALSE	1	1	1	TRUE	natural disaster_negative
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	39572d8a-310d-4010-9854-07aa4694379e	storms	-3		2023-12-11T07:11:05Z	185	547	FALSE	1	1	1	TRUE	natural disaster_negative
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	ba136877-0f2c-45ce-81c6-662fb11ca672	heat	-3		2023-12-11T07:11:12Z	313	664	FALSE	1	1	1	TRUE	natural disaster_negative
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	9677c9e7-7ca3-46b9-9b51-62afb87a90d8	vegetation fires	-2		2023-12-11T07:11:49Z	72	633	FALSE	1	1	1	TRUE	natural disaster_negative
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	1baf022f-8822-4100-adcb-50813b48b9d9	shortening transportation routes	2		2023-12-11T07:12:31Z	479	201	FALSE	1	1	1	TRUE	political measures against climate change_positive
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	d966084b-a542-4d62-aabe-393dea6a6f5e	environmental pollution	-3		2023-12-11T07:12:54Z	1007	162	FALSE	1	1	1	TRUE	environmental pollution_negative
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	9d1e8827-a252-449c-838c-ed6a4a3174da	trash	-2		2023-12-11T07:12:58Z	803	195	FALSE	1	1	1	TRUE	environmental pollution_negative
3955d6d0-b5de-4692-a7bb-4f2ff25d4544	noID	c50e581a-e3f4-40ba-8e37-7d99748a312d	co2 emission	-3		2023-12-11T07:14:16Z	1031	370	FALSE	1	1	1	TRUE	scientific explanation_negative
7bfff824-f797-4ce2-8055-7a83d416e98a	noID	a1f9d8ca-1c27-4e4d-87a8-e2065486f6bc	climate change	0		2023-12-11T08:00:12Z	650	400	TRUE	0	0	0	TRUE	Climate Change_neutral
7bfff824-f797-4ce2-8055-7a83d416e98a	noID	04789898-a3af-47c6-a584-dafef1679f91	global warming	-3		2023-12-11T08:00:35Z	820	302	FALSE	1	1	1	TRUE	global warming_negative
7bfff824-f797-4ce2-8055-7a83d416e98a	noID	112ad540-4241-4ca0-8d80-274caa6d3540	extreme weather events	-3		2023-12-11T08:00:50Z	849	392	FALSE	1	1	1	TRUE	natural disaster_negative
7bfff824-f797-4ce2-8055-7a83d416e98a	noID	1a5f8577-10fc-4165-a33b-0d5372f95bb0	famine	-3		2023-12-11T08:01:38Z	853	481	FALSE	1	1	1	TRUE	danger to humanity_negative
7bfff824-f797-4ce2-8055-7a83d416e98a	noID	9cd4ef67-ac2f-4751-8207-6b465a07c2df	rising sea levels	-3		2023-12-11T08:01:56Z	783	562	FALSE	1	1	1	TRUE	rising sea level_negative
7bfff824-f797-4ce2-8055-7a83d416e98a	noID	52fd784d-714c-4618-aa34-aae66d900832	thawing glaciers	-3		2023-12-11T08:02:32Z	648	229	FALSE	1	1	1	TRUE	global warming_negative
7bfff824-f797-4ce2-8055-7a83d416e98a	noID	ee04f67f-2b88-491e-b6d2-028a7cbf6a8e	man-made	-1		2023-12-11T08:03:03Z	479	259	FALSE	1	1	1	TRUE	man made_negative
7bfff824-f797-4ce2-8055-7a83d416e98a	noID	c93b7884-b85c-4e25-b247-5c419b733827	crop failures	-3		2023-12-11T08:04:02Z	661	558	FALSE	1	1	1	TRUE	impact on agriculture_negative
7bfff824-f797-4ce2-8055-7a83d416e98a	noID	96155407-e105-46a4-be80-1acaba2f6969	forest fire	-3		2023-12-11T08:04:38Z	510	531	FALSE	1	1	1	TRUE	natural disaster_negative
7bfff824-f797-4ce2-8055-7a83d416e98a	noID	253320a4-7dc3-401d-ba22-97646f7ffea3	shrinking economy	-1		2023-12-11T08:05:00Z	449	459	FALSE	1	1	1	TRUE	economy_negative
7bfff824-f797-4ce2-8055-7a83d416e98a	noID	872f6eac-079d-4c63-96ab-39f33e29b934	ozone hole	-2		2023-12-11T08:05:24Z	385	395	FALSE	1	1	1	TRUE	destruction of the environment_negative
7bfff824-f797-4ce2-8055-7a83d416e98a	noID	e7806111-a02a-4505-8963-f60a1e9f5bf5	thawing permafrost	-3		2023-12-11T08:05:40Z	389	307	FALSE	1	1	1	TRUE	global warming_negative
7bfff824-f797-4ce2-8055-7a83d416e98a	noID	52731bda-97db-4d3f-87b6-8d0cce74656a	threat to biodiversity	-3		2023-12-11T08:06:16Z	523	172	FALSE	1	1	1	TRUE	destruction of the environment_negative
9f17ae00-bc89-4d1e-a486-5818429b452f	noID	13cbac62-8c2f-4cbf-8f64-36ef30e98952	climate change	0		2023-12-11T08:27:20Z	650	400	TRUE	0	0	0	TRUE	Climate Change_neutral
9f17ae00-bc89-4d1e-a486-5818429b452f	noID	9f8e1d49-0e97-4034-905e-67a059350f13	climate gluer, last generation	-2		2023-12-11T08:27:39Z	805	381	FALSE	1	1	1	TRUE	activism_negative
9f17ae00-bc89-4d1e-a486-5818429b452f	noID	83837378-f941-4512-bbf7-952b0b18f562	fridays for future	2		2023-12-11T08:28:06Z	500	365	FALSE	1	1	1	TRUE	activism_positive
9f17ae00-bc89-4d1e-a486-5818429b452f	noID	2c76e3e0-c1e9-4d1a-97c6-761486169ccb	vegan alternatives	2	Wie zB Wurst Ersatz, um die Folgen des Klimawandels zu mindern	2023-12-11T08:28:27Z	525	506	FALSE	1	1	1	TRUE	environmental friendly behavior_positive
9f17ae00-bc89-4d1e-a486-5818429b452f	noID	9135956e-131d-49a9-97bc-618699440ab4	renewable energy	3		2023-12-11T08:29:07Z	583	246	FALSE	1	1	1	TRUE	green technologies_positive
9f17ae00-bc89-4d1e-a486-5818429b452f	noID	fd330683-9974-44cb-a606-4dedaf8e9e05	wealthy people	-3	Leben im Überfluss, fliegen häufiger in Privatjets, achten nicht auf ihren ökologischen Fußabdruck	2023-12-11T08:29:32Z	759	273	FALSE	1	1	1	TRUE	environmental damaging behavior _negative
9f17ae00-bc89-4d1e-a486-5818429b452f	noID	d70fb5fd-bde6-40ed-97d5-f15dd85c650b	governments	-2	Tuen nicht genug, um den Klimawandel zu bremsen, leere Versprechen, rufen einzelne zum Verzicht auf und scheitern selber an Maßnahmen für die Industrie, welche viel mehr shcadet.	2023-12-11T08:30:36Z	762	480	FALSE	1	1	1	TRUE	politics_negative
9f17ae00-bc89-4d1e-a486-5818429b452f	noID	0af58b8c-ffae-4e0e-b5ca-9661a8c34dd7	young generation	1	Hat ein viel besseres Verständnis für das Problem und setzt sich für seine Zukunft ein	2023-12-11T08:31:52Z	325	337	FALSE	1	1	1	TRUE	activism_positive
