CAM	participantCAM	id	text	value	comment	date	x_pos	y_pos	isDraggable	isDeletable	isTextChangeable	isActive	text_summarized
1581	ID34_1581	24682	Umweltfreundlichkeit	10	NA	11:46:24	579	174	NA	NA	NA	NA	Umweltfreundlichkeit
1581	ID34_1581	24676	Öffentliche Verkehrsmittel	0	NA	11:46:32	789	285	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1581	ID34_1581	24675	Eigener PKW	0	NA		353	285	NA	NA	NA	NA	Eigener Pkw_neutral
1597	ID34t2_1597	24860	Eigener PKW	0	NA		353	285	NA	NA	NA	NA	Eigener Pkw_neutral
1597	ID34t2_1597	24859	Öffentliche Verkehrsmittel	0	NA	11:46:32	789	285	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1597	ID34t2_1597	24858	Umweltfreundlichkeit	10	NA	11:46:24	579	174	NA	NA	NA	NA	Umweltfreundlichkeit
1597	ID34t2_1597	24857	Flexibilität	10	NA	11:46:35	598	537	NA	NA	NA	NA	Flexibilität
1597	ID34t2_1597	24856	CO2 Ausstoß pro Person	1	NA	11:45:43	743	131	NA	NA	NA	NA	CO2 Ausstoß pro Person
1597	ID34t2_1597	24855	Eigenbestimmtheit über die Anzahl und Auswahl der Mitfahrer	2	NA	11:46:08	334	38	NA	NA	NA	NA	Eigenbestimmtheit über die Anzahl und Auswahl der Mitfahrer
1597	ID34t2_1597	24854	Zeitplangebundener Personentransport	-1	NA	11:46:54	746	504	NA	NA	NA	NA	Zeitplangebundener Personentransport
1597	ID34t2_1597	24853	Parken	0	NA		590	366	NA	NA	NA	NA	Parken
1597	ID34t2_1597	24852	Krankheitsübertragung durch Flächenkontakt	-1	NA	11:48:14	940	37	NA	NA	NA	NA	Krankheitsübertragung durch Flächenkontakt
1597	ID34t2_1597	24851	Schnellere und direkter Reisen	1	NA	11:49:31	185	489	NA	NA	NA	NA	Schnellere und direkter Reisen
1597	ID34t2_1597	24850	schlechtere Kosten/Nutzen Bilanz	-1	NA	12:00:04	1057	404	NA	NA	NA	NA	schlechtere Kosten/Nutzen Bilanz
1586	ID35_1586	24870	Hoher CO2 Austsoß	-3	NA		310	566	NA	NA	NA	NA	Hoher CO2 Austsoß
1586	ID35_1586	24869	Hohe Produktionskosten	-2	NA		57	370	NA	NA	NA	NA	Hohe Produktionskosten
1586	ID35_1586	24781	Man muss immer dran denken einen Fahrschein zu haben	-1	NA		571	212	NA	NA	NA	NA	Man muss immer dran denken einen Fahrschein zu haben
1586	ID35_1586	24738	Ansteckungsgefahr erhöht	-3	NA	11:51:11	473	467	NA	NA	NA	NA	Ansteckungsgefahr erhöht
1586	ID35_1586	24763	Überfüllte Abteilungen	-2	NA	11:51:46	702	119	NA	NA	NA	NA	Überfüllte Abteilungen
1586	ID35_1586	24733	Unfreundliche Busfahrer	-1	NA	11:51:18	801	348	NA	NA	NA	NA	Unfreundliche Busfahrer
1586	ID35_1586	24725	Umweltfreundlich	3	NA	11:51:14	686	461	NA	NA	NA	NA	umweltfreundlich_positive
1586	ID35_1586	24723	Umweltunfreundlich	-3	NA	11:51:07	402	159	NA	NA	NA	NA	umweltfreundlich_negative
1586	ID35_1586	24694	Teuer in der Anschaffung	-3	NA	11:51:03	113	450	NA	NA	NA	NA	Teuer in der Anschaffung
1586	ID35_1586	24692	Parkplatzsuche	-1	NA	11:50:55	149	244	NA	NA	NA	NA	Parkplatzsuche_negative
1586	ID35_1586	24687	Verspätungen	-1	NA	11:51:21	603	30	NA	NA	NA	NA	Verspätung_negative
1586	ID35_1586	24673	Hohe Unterhaltskosten	-1	NA	11:43:35	261	67	NA	NA	NA	NA	Hohe Unterhaltskosten
1586	ID35_1586	24671	Nur nach Fahrplan	-3	NA		795	219	NA	NA	NA	NA	Nur nach Fahrplan
1586	ID35_1586	24668	Zeitunabhängig	3	NA		109	136	NA	NA	NA	NA	Zeitunabhängig
1586	ID35_1586	24666	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	Eigener Pkw_neutral
1586	ID35_1586	24665	Öffentliche Verkehrsmittel	0	NA		573	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1586r	ID35t2_1586	24870	Hoher CO2 Austsoß	-3	NA		310	566	NA	NA	NA	NA	Hoher CO2 Austsoß
1586r	ID35t2_1586	24869	Hohe Produktionskosten	-2	NA		57	370	NA	NA	NA	NA	Hohe Produktionskosten
1586r	ID35t2_1586	24781	Man muss immer dran denken einen Fahrschein zu haben	-1	NA		571	212	NA	NA	NA	NA	Man muss immer dran denken einen Fahrschein zu haben
1586r	ID35t2_1586	24738	Ansteckungsgefahr erhöht	-3	NA	11:51:11	473	467	NA	NA	NA	NA	Ansteckungsgefahr erhöht
1586r	ID35t2_1586	24763	Überfüllte Abteilungen	-2	NA	11:51:46	702	119	NA	NA	NA	NA	Überfüllte Abteilungen
1586r	ID35t2_1586	24733	Unfreundliche Busfahrer	-1	NA	11:51:18	801	348	NA	NA	NA	NA	Unfreundliche Busfahrer
1586r	ID35t2_1586	24725	Umweltfreundlich	3	NA	11:51:14	686	461	NA	NA	NA	NA	umweltfreundlich_positive
1586r	ID35t2_1586	24723	Umweltunfreundlich	-3	NA	11:51:07	402	159	NA	NA	NA	NA	umweltfreundlich_negative
1586r	ID35t2_1586	24694	Teuer in der Anschaffung	-3	NA	11:51:03	113	450	NA	NA	NA	NA	Teuer in der Anschaffung
1586r	ID35t2_1586	24692	Parkplatzsuche	-1	NA	11:50:55	149	244	NA	NA	NA	NA	Parkplatzsuche_negative
1586r	ID35t2_1586	24687	Verspätungen	-1	NA	11:51:21	603	30	NA	NA	NA	NA	Verspätung_negative
1586r	ID35t2_1586	24673	Hohe Unterhaltskosten	-1	NA	11:43:35	261	67	NA	NA	NA	NA	Hohe Unterhaltskosten
1586r	ID35t2_1586	24671	Nur nach Fahrplan	-3	NA		795	219	NA	NA	NA	NA	Nur nach Fahrplan
1586r	ID35t2_1586	24668	Zeitunabhängig	3	NA		109	136	NA	NA	NA	NA	Zeitunabhängig
1586r	ID35t2_1586	24666	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	Eigener Pkw_neutral
1586r	ID35t2_1586	24665	Öffentliche Verkehrsmittel	0	NA		573	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1587	ID36_1587	24760	schnell am Ziel	3	NA		424	70	NA	NA	NA	NA	schnell _positive
1587	ID36_1587	24752	Fahrplan (gute Verfügbarkeit, z.B. sonntags nicht so gut)	0	NA		796	347	NA	NA	NA	NA	Fahrplan (gute Verfügbarkeit, z.B. sonntags nicht so gut)
1587	ID36_1587	24739	Umweltschutz	2	NA		464	481	NA	NA	NA	NA	Umweltschutz
1587	ID36_1587	24734	Parkplatz plus Gebühren	-3	NA		30	396	NA	NA	NA	NA	Parkplatz plus Gebühren
1587	ID36_1587	24727	Flexibilität	3	NA	11:46:36	147	221	NA	NA	NA	NA	Flexibilität
1587	ID36_1587	24724	Kosten (Sprit / Ticket)	-2	NA		180	486	NA	NA	NA	NA	Kosten (Sprit / Ticket)
1587	ID36_1587	24683	schlechtes Wetter	-2	NA	11:44:40	418	231	NA	NA	NA	NA	schlechtes Wetter_negative
1587	ID36_1587	24680	Eigener Pkw	0	NA		248	338	NA	NA	NA	NA	Eigener Pkw_neutral
1587	ID36_1587	24679	Öffentliche Verkehrsmittel	0	NA		574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1594	ID36t2_1594	24813	Verantwortungsgefühl	1	NA		772	513	NA	NA	NA	NA	Verantwortungsgefühl
1594	ID36t2_1594	24809	Gefühl der Sicherheit (nachts z.B. nicht gegeben allein)	3	NA		684	202	NA	NA	NA	NA	Gefühl der Sicherheit (nachts z.B. nicht gegeben allein)
1594	ID36t2_1594	24796	Öffentliche Verkehrsmittel	0	NA		574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1594	ID36t2_1594	24795	Eigener Pkw	0	NA		248	338	NA	NA	NA	NA	Eigener Pkw_neutral
1594	ID36t2_1594	24794	schlechtes Wetter	-2	NA	11:44:40	418	231	NA	NA	NA	NA	schlechtes Wetter_negative
1594	ID36t2_1594	24793	Kosten (Sprit / Ticket)	-3	NA	11:54:42	180	486	NA	NA	NA	NA	Kosten (Sprit / Ticket)
1594	ID36t2_1594	24792	Flexibilität	3	NA	11:46:36	147	221	NA	NA	NA	NA	Flexibilität
1594	ID36t2_1594	24791	Parkplatz plus Gebühren	-3	NA		30	396	NA	NA	NA	NA	Parkplatz plus Gebühren
1594	ID36t2_1594	24790	Umweltschutz	2	NA	11:54:52	464	481	NA	NA	NA	NA	Umweltschutz
1594	ID36t2_1594	24789	Fahrplan (gute Verfügbarkeit, z.B. sonntags nicht so gut)	0	NA		796	347	NA	NA	NA	NA	Fahrplan (gute Verfügbarkeit, z.B. sonntags nicht so gut)
1594	ID36t2_1594	24788	schnell am Ziel	3	NA		424	70	NA	NA	NA	NA	schnell _positive
1590	ID37_1590	24755	auf Hauptachsen schnell, zwischen Dörfern in verschiedenen Ecken katastrophal	10	NA		879	297	NA	NA	NA	NA	auf Hauptachsen schnell, zwischen Dörfern in verschiedenen Ecken katastrophal
1590	ID37_1590	24780	je nach Strecke sehr zuverlässig (Privatbahnen hier im Umfeld) oder das reine Lotto	10	NA		767	535	NA	NA	NA	NA	je nach Strecke sehr zuverlässig (Privatbahnen hier im Umfeld) oder das reine Lotto
1590	ID37_1590	24770	Preise müssten echt runter	-2	NA	11:51:43	597	26	NA	NA	NA	NA	Preise müssten echt runter
1590	ID37_1590	24768	verantwortlich für das Mistvehikel	-1	NA		363	535	NA	NA	NA	NA	verantwortlich für das Mistvehikel
1590	ID37_1590	24764	auch nachts/spontan/flexibel	2	NA	11:55:34	66	402	NA	NA	NA	NA	auch nachts/spontan/flexibel
1590	ID37_1590	24762	Fahrradmitnahme wird immer besser	1	NA		962	189	NA	NA	NA	NA	Fahrradmitnahme wird immer besser
1590	ID37_1590	24758	unterwegs Hände frei	1	NA	11:49:48	553	406	NA	NA	NA	NA	unterwegs Hände frei
1590	ID37_1590	24746	ökologisch sinnvoller	3	NA	11:48:43	783	170	NA	NA	NA	NA	ökologisch sinnvoller
1590	ID37_1590	24744	Parkplatzsuche	-2	NA	11:48:22	202	544	NA	NA	NA	NA	Parkplatzsuche_negative
1590	ID37_1590	24742	Man kann Sachen drinlassen, die man oft vraucht	3	NA		135	188	NA	NA	NA	NA	Man kann Sachen drinlassen, die man oft vraucht
1590	ID37_1590	24736	großer Kofferraum für Bass	3	NA		20	278	NA	NA	NA	NA	großer Kofferraum für Bass
1590	ID37_1590	24731	Eigener Pkw	0	NA		266	278	NA	NA	NA	NA	Eigener Pkw_neutral
1590	ID37_1590	24730	Öffentliche Verkehrsmittel	0	NA		591	278	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1599	ID37t2_1599	24894	Öffentliche Verkehrsmittel	0	NA		591	278	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1599	ID37t2_1599	24893	Eigener Pkw	0	NA		266	278	NA	NA	NA	NA	Eigener Pkw_neutral
1599	ID37t2_1599	24892	großer Kofferraum für Bass	3	NA		20	278	NA	NA	NA	NA	großer Kofferraum für Bass
1599	ID37t2_1599	24891	Man kann Sachen drinlassen, die man oft vraucht	3	NA		135	188	NA	NA	NA	NA	Man kann Sachen drinlassen, die man oft vraucht
1599	ID37t2_1599	24890	Parkplatzsuche	-2	NA	11:48:22	202	544	NA	NA	NA	NA	Parkplatzsuche_negative
1599	ID37t2_1599	24889	ökologisch sinnvoller	3	NA	11:48:43	783	170	NA	NA	NA	NA	ökologisch sinnvoller
1599	ID37t2_1599	24888	unterwegs Hände frei	1	NA	11:49:48	553	406	NA	NA	NA	NA	unterwegs Hände frei
1599	ID37t2_1599	24887	Fahrradmitnahme wird immer besser	1	NA		962	189	NA	NA	NA	NA	Fahrradmitnahme wird immer besser
1599	ID37t2_1599	24886	auch nachts/spontan/flexibel	2	NA	11:55:34	66	402	NA	NA	NA	NA	auch nachts/spontan/flexibel
1599	ID37t2_1599	24885	verantwortlich für das Mistvehikel	-1	NA		363	535	NA	NA	NA	NA	verantwortlich für das Mistvehikel
1599	ID37t2_1599	24884	Preise müssten echt runter	-2	NA	11:51:43	597	26	NA	NA	NA	NA	Preise müssten echt runter
1599	ID37t2_1599	24883	je nach Strecke sehr zuverlässig (Privatbahnen hier im Umfeld) oder das reine Lotto	10	NA		767	535	NA	NA	NA	NA	je nach Strecke sehr zuverlässig (Privatbahnen hier im Umfeld) oder das reine Lotto
1599	ID37t2_1599	24882	auf Hauptachsen schnell, zwischen Dörfern in verschiedenen Ecken katastrophal	10	NA		879	297	NA	NA	NA	NA	auf Hauptachsen schnell, zwischen Dörfern in verschiedenen Ecken katastrophal
1588	ID38_1588	24867	Umwelt schonen	1	NA	12:03:29	670	20	NA	NA	NA	NA	umweltschonend_positive
1588	ID38_1588	24863	CO2-Belastung	-1	NA	12:02:27	295	511	NA	NA	NA	NA	CO2-Belastung
1588	ID38_1588	24803	Verspätung	-3	NA	11:55:01	877	28	NA	NA	NA	NA	Verspätung_negative
1588	ID38_1588	24767	Zeit für anderes	1	NA	11:50:49	505	32	NA	NA	NA	NA	Zeit für anderes
1588	ID38_1588	24765	Umsteigen	-1	NA		817	347	NA	NA	NA	NA	Umsteigen
1588	ID38_1588	24761	Sicherheit	3	NA		291	122	NA	NA	NA	NA	Sicherheit
1588	ID38_1588	24756	Stau	-1	NA		20	494	NA	NA	NA	NA	Stau_negative
1588	ID38_1588	24753	Langsam	-2	NA	11:49:24	838	215	NA	NA	NA	NA	langsam_negative
1588	ID38_1588	24751	Corona	-2	NA	11:49:13	716	115	NA	NA	NA	NA	Corona
1588	ID38_1588	24750	Enge	-2	NA		776	489	NA	NA	NA	NA	Enge
1588	ID38_1588	24748	Warten	-1	NA	11:48:50	563	485	NA	NA	NA	NA	warten_negative
1588	ID38_1588	24745	Kontrolle	2	NA		71	71	NA	NA	NA	NA	Kontrolle
1588	ID38_1588	24741	Flexibel	1	NA		41	204	NA	NA	NA	NA	flexibel_positive
1588	ID38_1588	24691	Eigener Pkw	0	NA		285	360	NA	NA	NA	NA	Eigener Pkw_neutral
1588	ID38_1588	24690	Öffentliche Verkehrsmittel	0	NA		575	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1588r	ID38t2_1588	24867	Umwelt schonen	1	NA	12:03:29	670	20	NA	NA	NA	NA	umweltschonend_positive
1588r	ID38t2_1588	24863	CO2-Belastung	-1	NA	12:02:27	295	511	NA	NA	NA	NA	CO2-Belastung
1588r	ID38t2_1588	24803	Verspätung	-3	NA	11:55:01	877	28	NA	NA	NA	NA	Verspätung_negative
1588r	ID38t2_1588	24767	Zeit für anderes	1	NA	11:50:49	505	32	NA	NA	NA	NA	Zeit für anderes
1588r	ID38t2_1588	24765	Umsteigen	-1	NA		817	347	NA	NA	NA	NA	Umsteigen
1588r	ID38t2_1588	24761	Sicherheit	3	NA		291	122	NA	NA	NA	NA	Sicherheit
1588r	ID38t2_1588	24756	Stau	-1	NA		20	494	NA	NA	NA	NA	Stau_negative
1588r	ID38t2_1588	24753	Langsam	-2	NA	11:49:24	838	215	NA	NA	NA	NA	langsam_negative
1588r	ID38t2_1588	24751	Corona	-2	NA	11:49:13	716	115	NA	NA	NA	NA	Corona
1588r	ID38t2_1588	24750	Enge	-2	NA		776	489	NA	NA	NA	NA	Enge
1588r	ID38t2_1588	24748	Warten	-1	NA	11:48:50	563	485	NA	NA	NA	NA	warten_negative
1588r	ID38t2_1588	24745	Kontrolle	2	NA		71	71	NA	NA	NA	NA	Kontrolle
1588r	ID38t2_1588	24741	Flexibel	1	NA		41	204	NA	NA	NA	NA	flexibel_positive
1588r	ID38t2_1588	24691	Eigener Pkw	0	NA		285	360	NA	NA	NA	NA	Eigener Pkw_neutral
1588r	ID38t2_1588	24690	Öffentliche Verkehrsmittel	0	NA		575	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1593	ID39_1593	24881	Flexibilität	3	NA		432	445	NA	NA	NA	NA	Flexibilität
1593	ID39_1593	24841	Stau	-3	NA	11:59:25	244	522	NA	NA	NA	NA	Stau_negative
1593	ID39_1593	24833	Umsteigen	-2	NA	11:57:53	893	451	NA	NA	NA	NA	Umsteigen
1593	ID39_1593	24831	Fahrtzeit	0	NA		477	547	NA	NA	NA	NA	Fahrtzeit
1593	ID39_1593	24811	umweltfreundlich	3	NA	11:56:23	438	193	NA	NA	NA	NA	umweltfreundlich_positive
1593	ID39_1593	24807	Sprit	-2	NA	12:15:32	161	36	NA	NA	NA	NA	Sprit
1593	ID39_1593	24802	Jobticket	3	NA		673	89	NA	NA	NA	NA	Jobticket
1593	ID39_1593	24783	Parkplatz	-3	NA	11:55:33	20	249	NA	NA	NA	NA	Parkplatzsuche_negative
1593	ID39_1593	24779	Eigener Pkw	0	NA		208	347	NA	NA	NA	NA	Eigener Pkw_neutral
1593	ID39_1593	24778	Öffentliche Verkehrsmittel	0	NA		574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1618	ID39t2_1618	25196	Kosten	10	NA	12:56:45	559	20	NA	NA	NA	NA	Kosten_ambivalent
1618	ID39t2_1618	25191	Öffentliche Verkehrsmittel	0	NA		574	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1618	ID39t2_1618	25190	Eigener Pkw	0	NA		208	347	NA	NA	NA	NA	Eigener Pkw_neutral
1618	ID39t2_1618	25189	Parkplatz	-3	NA	11:55:33	20	21	NA	NA	NA	NA	Parkplatzsuche_negative
1618	ID39t2_1618	25188	Jobticket	3	NA		731	171	NA	NA	NA	NA	Jobticket
1618	ID39t2_1618	25187	Sprit	-2	NA	12:15:32	221	103	NA	NA	NA	NA	Sprit
1618	ID39t2_1618	25186	umweltfreundlich	3	NA	11:56:23	438	193	NA	NA	NA	NA	umweltfreundlich_positive
1618	ID39t2_1618	25185	Fahrtzeit	0	NA		477	547	NA	NA	NA	NA	Fahrtzeit
1618	ID39t2_1618	25184	Umsteigen	-2	NA	11:57:53	893	451	NA	NA	NA	NA	Umsteigen
1618	ID39t2_1618	25183	Stau	-3	NA	11:59:25	244	522	NA	NA	NA	NA	Stau_negative
1618	ID39t2_1618	25182	Flexibilität	3	NA		432	445	NA	NA	NA	NA	Flexibilität
1591	ID40_1591	24865	Verspätung durch Dritte	-3	NA	12:03:11	713.242	362.73	NA	NA	NA	NA	Verspätung durch Dritte
1591	ID40_1591	24862	Wohlbefinden	1	NA		187	20	NA	NA	NA	NA	Wohlbefinden
1591	ID40_1591	24836	Unfälle	-3	NA	11:59:10	292	394	NA	NA	NA	NA	Unfall_negative
1591	ID40_1591	24806	Kosten-Nutzen-Verhältnis	2	NA	11:56:38	485	397	NA	NA	NA	NA	Kosten-Nutzen-Verhältnis
1591	ID40_1591	24814	Nervige Mitfahrer	-2	NA	11:56:30	618	96	NA	NA	NA	NA	Nervige Mitfahrer
1591	ID40_1591	24801	Freiheit	2	NA	11:56:02	42	81	NA	NA	NA	NA	Freiheit_positive
1591	ID40_1591	24799	Schnelle Erreichbarkeit	2	NA	11:55:39	51	376	NA	NA	NA	NA	Schnelle Erreichbarkeit
1591	ID40_1591	24797	Umwelt	2	NA	11:56:42	350	53	NA	NA	NA	NA	Umwelt
1591	ID40_1591	24771	Öffentliche Verkehrsmittel	0	NA	11:53:36	566	225	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1591	ID40_1591	24769	PKW	0	NA		207	220	NA	NA	NA	NA	Pkw_neutral
1598	ID40t2_1598	24907	CO 2 Verbauch	-3	NA	12:12:45	526	26	NA	NA	NA	NA	CO 2 Verbauch
1598	ID40t2_1598	24880	PKW	0	NA		207	220	NA	NA	NA	NA	Pkw_neutral
1598	ID40t2_1598	24879	Öffentliche Verkehrsmittel	0	NA	11:53:36	566	225	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1598	ID40t2_1598	24878	Umwelt	2	NA	11:56:42	350	53	NA	NA	NA	NA	Umwelt
1598	ID40t2_1598	24877	Schnelle Erreichbarkeit	2	NA	11:55:39	51	376	NA	NA	NA	NA	Schnelle Erreichbarkeit
1598	ID40t2_1598	24876	Freiheit	2	NA	11:56:02	42	81	NA	NA	NA	NA	Freiheit_positive
1598	ID40t2_1598	24875	Nervige Mitfahrer	-2	NA	11:56:30	618	96	NA	NA	NA	NA	Nervige Mitfahrer
1598	ID40t2_1598	24874	Kosten-Nutzen-Verhältnis	2	NA	11:56:38	485	397	NA	NA	NA	NA	Kosten-Nutzen-Verhältnis
1598	ID40t2_1598	24873	Unfälle	-3	NA	11:59:10	292	394	NA	NA	NA	NA	Unfall_negative
1598	ID40t2_1598	24872	Wohlbefinden	1	NA		187	20	NA	NA	NA	NA	Wohlbefinden
1598	ID40t2_1598	24871	Verspätung durch Dritte	-3	NA	12:03:11	713.242	362.73	NA	NA	NA	NA	Verspätung durch Dritte
1592	ID41_1592	24834	Schmutzig + laut	-3	NA	11:57:53	524	453	NA	NA	NA	NA	Schmutzig + laut
1592	ID41_1592	24832	Ausflug zu abgelegenen Zielen	3	NA	11:57:43	245	477	NA	NA	NA	NA	Ausflug zu abgelegenen Zielen
1592	ID41_1592	24830	Klimaunfreundlich	-3	NA	11:57:10	380	237	NA	NA	NA	NA	Klimaunfreundlich
1592	ID41_1592	24829	Kosten	-3	NA	11:56:53	373	544	NA	NA	NA	NA	Kosten_negative
1592	ID41_1592	24815	Ausfall	-3	NA	11:58:42	574	541	NA	NA	NA	NA	Ausfall_negative
1592	ID41_1592	24812	Verspätung	-1	NA	11:56:26	690	482	NA	NA	NA	NA	Verspätung_negative
1592	ID41_1592	24810	Semesterticket	1	NA	11:56:04	690	268	NA	NA	NA	NA	Semesterticket
1592	ID41_1592	24808	Nach dem Feiern	3	NA	11:55:39	688	181	NA	NA	NA	NA	Nach dem Feiern
1592	ID41_1592	24805	Maskenpflicht	-3	NA	11:58:32	690	394	NA	NA	NA	NA	Maskenpflicht
1592	ID41_1592	24804	Dauerangebot	3	NA	11:55:08	537	137	NA	NA	NA	NA	Dauerangebot
1592	ID41_1592	24800	Ungestörtes Gespräch	3	NA	11:54:40	290	138	NA	NA	NA	NA	Ungestörtes Gespräch
1592	ID41_1592	24798	Flexibilität	3	NA	11:54:22	160	544	NA	NA	NA	NA	Flexibilität
1592	ID41_1592	24787	Sitzplatz	3	NA	11:54:10	20	494	NA	NA	NA	NA	Sitzplatz
1592	ID41_1592	24786	Abstand	3	NA	11:53:54	35	304	NA	NA	NA	NA	Abstand
1592	ID41_1592	24785	Privatsphäre	3	NA	11:53:44	20	219	NA	NA	NA	NA	Privatsphäre
1592	ID41_1592	24784	Klimaanlage	3	NA	11:53:22	20	399	NA	NA	NA	NA	Klimaanlage
1592	ID41_1592	24782	Musik	3	NA	11:53:01	103	125	NA	NA	NA	NA	Musik
1592	ID41_1592	24775	Eigener Pkw	0	NA		273	344	NA	NA	NA	NA	Eigener Pkw_neutral
1592	ID41_1592	24774	Öffentliche Verkehrsmittel	0	NA		575	343	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1601	ID41t2_1601	24928	Wertverlust	-3	NA	12:13:35	312	546.75	NA	NA	NA	NA	Wertverlust_negative
1601	ID41t2_1601	24926	Öffentliche Verkehrsmittel	0	NA		575	343	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1601	ID41t2_1601	24925	Eigener Pkw	0	NA		273	344	NA	NA	NA	NA	Eigener Pkw_neutral
1601	ID41t2_1601	24924	Musik	3	NA	11:53:01	103	125	NA	NA	NA	NA	Musik
1601	ID41t2_1601	24923	Klimaanlage	3	NA	11:53:22	20	399	NA	NA	NA	NA	Klimaanlage
1601	ID41t2_1601	24922	Privatsphäre	3	NA	11:53:44	20	219	NA	NA	NA	NA	Privatsphäre
1601	ID41t2_1601	24921	Abstand	3	NA	11:53:54	35	304	NA	NA	NA	NA	Abstand
1601	ID41t2_1601	24920	Sitzplatz	3	NA	11:54:10	20	494	NA	NA	NA	NA	Sitzplatz
1601	ID41t2_1601	24919	Flexibilität	3	NA	11:54:22	160	544	NA	NA	NA	NA	Flexibilität
1601	ID41t2_1601	24918	Ungestörtes Gespräch	3	NA	11:54:40	290	138	NA	NA	NA	NA	Ungestörtes Gespräch
1601	ID41t2_1601	24917	Dauerangebot	3	NA	11:55:08	537	137	NA	NA	NA	NA	Dauerangebot
1601	ID41t2_1601	24916	Maskenpflicht	-3	NA	11:58:32	690	394	NA	NA	NA	NA	Maskenpflicht
1601	ID41t2_1601	24915	Nach dem Feiern	3	NA	11:55:39	688	181	NA	NA	NA	NA	Nach dem Feiern
1601	ID41t2_1601	24914	Semesterticket	1	NA	11:56:04	690	268	NA	NA	NA	NA	Semesterticket
1601	ID41t2_1601	24913	Verspätung	-1	NA	11:56:26	690	482	NA	NA	NA	NA	Verspätung_negative
1601	ID41t2_1601	24912	Ausfall	-3	NA	11:58:42	574	541	NA	NA	NA	NA	Ausfall_negative
1601	ID41t2_1601	24911	Kosten	-3	NA	11:56:53	399	456	NA	NA	NA	NA	Kosten_negative
1601	ID41t2_1601	24910	Klimaunfreundlich	-3	NA	11:57:10	380	237	NA	NA	NA	NA	Klimaunfreundlich
1601	ID41t2_1601	24909	Ausflug zu abgelegenen Zielen	3	NA	11:57:43	245	477	NA	NA	NA	NA	Ausflug zu abgelegenen Zielen
1601	ID41t2_1601	24908	Schmutzig + laut	-3	NA	11:57:53	524	453	NA	NA	NA	NA	Schmutzig + laut
1596	ID42_1596	24868	Gepäck - Mitnahme	10	NA	12:03:57	453	489	NA	NA	NA	NA	Gepäck - Mitnahme
1596	ID42_1596	24864	Ansteckungsgefahr	-2	NA	12:03:04	925	141	NA	NA	NA	NA	Ansteckungsgefahr
1596	ID42_1596	24861	zeitliche Abhängigkeit/ Fahrplan	-3	NA		790	462	NA	NA	NA	NA	zeitliche Abhängigkeit/ Fahrplan
1596	ID42_1596	24849	Wartezeit	-2	NA		870	334	NA	NA	NA	NA	Wartezeiten_negative
1596	ID42_1596	24848	CO2 - Ausstoß	0	NA	12:01:39	465	177	NA	NA	NA	NA	CO2 Emissionen_neutral
1596	ID42_1596	24847	Umweltschutz	1	NA	12:00:34	686	170	NA	NA	NA	NA	Umweltschutz
1596	ID42_1596	24846	Kosten	-2	NA		163	524	NA	NA	NA	NA	Kosten_negative
1596	ID42_1596	24845	örtliche Unabhängigkeit	3	NA		96	26	NA	NA	NA	NA	örtliche Unabhängigkeit
1596	ID42_1596	24844	Zeitersparnis	2	NA		379	36	NA	NA	NA	NA	Zeitersparnis
1596	ID42_1596	24843	Flexibilität	2	NA	11:59:31	233	150	NA	NA	NA	NA	Flexibilität
1596	ID42_1596	24840	Eigener Pkw	0	NA		275	345	NA	NA	NA	NA	Eigener Pkw_neutral
1596	ID42_1596	24839	Öffentliche Verkehrsmittel	0	NA		575	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1600	ID42t2_1600	24927	Umweltschädigung	-3	NA		32	271	NA	NA	NA	NA	umweltbelastend_negative
1600	ID42t2_1600	24906	Öffentliche Verkehrsmittel	0	NA		575	346	NA	NA	NA	NA	Öffentliche Verkehrsmittel_neutral
1600	ID42t2_1600	24905	Eigener Pkw	0	NA		277	345	NA	NA	NA	NA	Eigener Pkw_neutral
1600	ID42t2_1600	24904	Flexibilität	2	NA	11:59:31	233	150	NA	NA	NA	NA	Flexibilität
1600	ID42t2_1600	24903	Zeitersparnis	2	NA		379	36	NA	NA	NA	NA	Zeitersparnis
1600	ID42t2_1600	24902	örtliche Unabhängigkeit	3	NA		96	26	NA	NA	NA	NA	örtliche Unabhängigkeit
