CAM	participantCAM	id	text	value	comment	date	x_pos	y_pos	isDraggable	isDeletable	isTextChangeable	isActive
1570	ID23t2_1570	24427	zusätzliche Fertigkeit benötigt	-1	NA	21:11:08	88	211	NA	NA	NA	NA
1570	ID23t2_1570	24426	erhöhte Gepäckkapazität	3	NA	21:13:47	104	367	NA	NA	NA	NA
1570	ID23t2_1570	24425	geringer Stress	1	NA	21:15:18	1144	361	NA	NA	NA	NA
1570	ID23t2_1570	24424	Vorgegebene Route	-2	NA	NA	1128	486	NA	NA	NA	NA
1570	ID23t2_1570	24423	kein geographisches Vorwissen nötig	1	NA	NA	898	525	NA	NA	NA	NA
1568	ID25_1568	24404	bequem_neutral	0	NA	NA	376	182	NA	NA	NA	NA
1568	ID25_1568	24403	umweltbelastend_neutral	0	NA	NA	363	525	NA	NA	NA	NA
1568	ID25_1568	24402	umweltfreundlich_neutral	0	NA	NA	566	521	NA	NA	NA	NA
1568	ID25_1568	24401	Zu frühe Abfahrt	-1	NA	21:23:21	655	20	NA	NA	NA	NA
1568	ID25_1568	24400	Verspätung_negative	-2	NA	21:23:06	868	35	NA	NA	NA	NA
1568	ID25_1568	24399	unzuverlässig_negative	-2	NA	21:22:59	901	165	NA	NA	NA	NA
1568	ID25_1568	24398	Gepäck-Limit liegt bei Autogröße	2	NA	NA	57	412	NA	NA	NA	NA
1568	ID25_1568	24396	Gepäck-Limitierung	-1	NA	NA	774	465	NA	NA	NA	NA
1568	ID25_1568	24395	Menschen im engesten Umfeld (Bus voll -> Körperkontakt mit Femden)	-3	NA	NA	890	306	NA	NA	NA	NA
1568	ID25_1568	24394	Flexibilität	1	NA	NA	232	20	NA	NA	NA	NA
1568	ID25_1568	24393	Bestimmter Fahrplan	-1	NA	NA	602	169	NA	NA	NA	NA
1568	ID25_1568	24392	Pause, wann immer ich möchte	3	NA	21:21:24	32	142	NA	NA	NA	NA
1568	ID25_1568	24391	Eigener Pkw_neutral	0	NA	NA	273	345	NA	NA	NA	NA
1568	ID25_1568	24390	Öffentliche Verkehrsmittel_neutral	0	NA	NA	574	346	NA	NA	NA	NA
1569	ID25t2_1569	24422	Preis/Leistung OK	0	NA	21:30:59	471	32	NA	NA	NA	NA
1569	ID25t2_1569	24421	Zu teuer für das Angebot	-3	NA	21:30:09	935	429	NA	NA	NA	NA
1569	ID25t2_1569	24420	Nutzungsabhängiger Preis	1	NA	21:29:56	161	503	NA	NA	NA	NA
1569	ID25t2_1569	24419	Öffentliche Verkehrsmittel_neutral	0	NA	NA	574	346	NA	NA	NA	NA
1569	ID25t2_1569	24418	Eigener Pkw_neutral	0	NA	NA	273	345	NA	NA	NA	NA
1569	ID25t2_1569	24417	Pause, wann immer ich möchte	3	NA	21:21:24	32	142	NA	NA	NA	NA
1569	ID25t2_1569	24416	Bestimmter Fahrplan	-1	NA	NA	602	169	NA	NA	NA	NA
1569	ID25t2_1569	24415	Flexibilität	1	NA	NA	232	20	NA	NA	NA	NA
1569	ID25t2_1569	24414	Menschen im engesten Umfeld (Bus voll -> Körperkontakt mit Femden)	-3	NA	NA	890	306	NA	NA	NA	NA
1569	ID25t2_1569	24413	Gepäck-Limitierung	-1	NA	NA	774	465	NA	NA	NA	NA
1569	ID25t2_1569	24412	Gepäck-Limit liegt bei Autogröße	2	NA	NA	57	412	NA	NA	NA	NA
1569	ID25t2_1569	24411	unzuverlässig_negative	-2	NA	21:22:59	901	165	NA	NA	NA	NA
1569	ID25t2_1569	24410	Verspätung_negative	-2	NA	21:23:06	868	35	NA	NA	NA	NA
1569	ID25t2_1569	24409	Zu frühe Abfahrt	-1	NA	21:23:21	655	20	NA	NA	NA	NA
1569	ID25t2_1569	24408	umweltfreundlich_neutral	0	NA	NA	566	521	NA	NA	NA	NA
1569	ID25t2_1569	24407	umweltbelastend_neutral	0	NA	NA	363	525	NA	NA	NA	NA
1569	ID25t2_1569	24406	bequem_neutral	0	NA	NA	332	143	NA	NA	NA	NA
1573	ID26_1573	24481	Räumlich / Zeitlich	2	NA	11:01:28	76	30	NA	NA	NA	NA
1573	ID26_1573	24480	umweltbelastend_negative	-2	NA	11:00:07	37	293	NA	NA	NA	NA
1573	ID26_1573	24479	Sprit	-1	NA	11:00:16	204	497	NA	NA	NA	NA
1573	ID26_1573	24478	Abnutzung	-1	NA	11:00:11	33	498	NA	NA	NA	NA
1573	ID26_1573	24477	Kosten_negative	-1	NA	11:00:09	63	390	NA	NA	NA	NA
1573	ID26_1573	24476	Flexibilität	3	NA	11:01:19	115	137	NA	NA	NA	NA
1573	ID26_1573	24475	Ausbaubare Abonnements	-1	NA	NA	314	105	NA	NA	NA	NA
1573	ID26_1573	24474	Unsicherheit ( Nachts)	-2	NA	10:57:46	378	583	NA	NA	NA	NA
1573	ID26_1573	24473	Gute Verfügbarkeit (Stadt)	3	NA	NA	873	135	NA	NA	NA	NA
1573	ID26_1573	24472	Schlechte Verfügbarkeit (Land)	-3	NA	10:57:09	712	80	NA	NA	NA	NA
1573	ID26_1573	24471	Verfügbarkeit	0	NA	NA	763	244	NA	NA	NA	NA
1573	ID26_1573	24470	Preisgestaltung	0	NA	NA	516	184	NA	NA	NA	NA
1573	ID26_1573	24469	Mitreisende	0	NA	NA	682	457	NA	NA	NA	NA
1573	ID26_1573	24468	Gerüche	-2	NA	NA	613	568	NA	NA	NA	NA
1573	ID26_1573	24467	Lärm	-2	NA	NA	847	543	NA	NA	NA	NA
1573	ID26_1573	24466	Günstiger Preis	2	NA	10:57:57	499	80	NA	NA	NA	NA
1573	ID26_1573	24465	Eigener Pkw_neutral	0	NA	11:00:23	273	345	NA	NA	NA	NA
1573	ID26_1573	24464	Öffentliche Verkehrsmittel_neutral	0	NA	NA	574	346	NA	NA	NA	NA
1575	ID26t2_1575	24485	Abnutzung	-3	NA	11:11:36	34	498	NA	NA	NA	NA
1575	ID26t2_1575	24511	Umweltkosten	-3	NA	11:10:39	391	460	NA	NA	NA	NA
1575	ID26t2_1575	24512	Versicherung_negative	-1	NA	11:12:00	144	608	NA	NA	NA	NA
1575	ID26t2_1575	24508	Entsorgungsaufwand	-3	NA	11:10:09	26	218	NA	NA	NA	NA
1575	ID26t2_1575	24499	Öffentliche Verkehrsmittel_positive	1	NA	11:12:41	574	346	NA	NA	NA	NA
1575	ID26t2_1575	24498	Eigener Pkw_negative	-1	NA	11:12:39	273	345	NA	NA	NA	NA
1575	ID26t2_1575	24497	Günstiger Preis	3	NA	11:12:13	499	80	NA	NA	NA	NA
1575	ID26t2_1575	24496	Lärm	-2	NA	NA	847	543	NA	NA	NA	NA
1575	ID26t2_1575	24495	Gerüche	-2	NA	NA	613	568	NA	NA	NA	NA
1575	ID26t2_1575	24494	Mitreisende	0	NA	NA	682	457	NA	NA	NA	NA
1575	ID26t2_1575	24493	Preisgestaltung	2	NA	11:12:24	550	199	NA	NA	NA	NA
1575	ID26t2_1575	24492	Verfügbarkeit	0	NA	NA	763	244	NA	NA	NA	NA
1575	ID26t2_1575	24491	Schlechte Verfügbarkeit (Land)	-2	NA	11:12:31	712	80	NA	NA	NA	NA
1575	ID26t2_1575	24490	Gute Verfügbarkeit (Stadt)	3	NA	11:12:35	873	135	NA	NA	NA	NA
1575	ID26t2_1575	24489	Unsicherheit ( Nachts)	-2	NA	10:57:46	378	583	NA	NA	NA	NA
1575	ID26t2_1575	24488	Ausbaubare Abonnements	-1	NA	11:12:18	314	105	NA	NA	NA	NA
1575	ID26t2_1575	24487	Flexibilität	3	NA	11:01:19	115	137	NA	NA	NA	NA
1575	ID26t2_1575	24486	Kosten_negative	-3	NA	11:11:34	63	390	NA	NA	NA	NA
1575	ID26t2_1575	24484	Sprit	-1	NA	11:11:38	204	497	NA	NA	NA	NA
1575	ID26t2_1575	24483	umweltbelastend_negative	-3	NA	11:10:10	37	293	NA	NA	NA	NA
1575	ID26t2_1575	24482	Räumlich / Zeitlich	2	NA	11:01:28	76	30	NA	NA	NA	NA
1577	ID27_1577	24550	Kosten_neutral	0	NA	NA	918	478	NA	NA	NA	NA
1577	ID27_1577	24549	Kraftstoff	0	NA	NA	607	558	NA	NA	NA	NA
1577	ID27_1577	24543	teuer_negative	-1	NA	11:19:12	699	465	NA	NA	NA	NA
1577	ID27_1577	24542	günstig durch Jahresticket	1	NA	11:17:11	327	356	NA	NA	NA	NA
1577	ID27_1577	24538	teils unkomfortabel	-1	NA	11:16:00	48	234	NA	NA	NA	NA
1577	ID27_1577	24537	Risiko der Ansteckung	-2	NA	NA	151	317	NA	NA	NA	NA
1577	ID27_1577	24535	Nutzung der Fahrzeit	1	NA	11:15:24	82	120	NA	NA	NA	NA
1577	ID27_1577	24533	klimafreundlich	2	NA	11:15:05	223	55	NA	NA	NA	NA
1577	ID27_1577	24532	Fahrspaß	1	NA	11:14:47	909	129	NA	NA	NA	NA
1577	ID27_1577	24526	CO2 Emissionen_negative	-2	NA	NA	824	327	NA	NA	NA	NA
1577	ID27_1577	24524	Parkplatzsuche_negative	-2	NA	11:14:38	951	243	NA	NA	NA	NA
1577	ID27_1577	24522	Sicherheit vor Ansteckung	2	NA	11:12:01	532	131	NA	NA	NA	NA
1577	ID27_1577	24521	Einfacher Transport	2	NA	NA	543	27	NA	NA	NA	NA
1577	ID27_1577	24519	Komfort_positive	2	NA	NA	725	64	NA	NA	NA	NA
1577	ID27_1577	24513	Öffentliche Verkehrsmittel_ambivalent	10	NA	11:11:19	287	166	NA	NA	NA	NA
1577	ID27_1577	24510	Pkw_ambivalent	10	NA	11:11:12	742	201	NA	NA	NA	NA
1577	ID27_1577	24509	Mobilität	0	NA	11:11:14	517	347	NA	NA	NA	NA
1583	ID27t2_1583	24637	Instandhaltung	0	NA	NA	803	610	NA	NA	NA	NA
1583	ID27t2_1583	24636	Steuer_neutral	0	NA	NA	985	579	NA	NA	NA	NA
1583	ID27t2_1583	24631	Mobilität	0	NA	11:11:14	517	347	NA	NA	NA	NA
1583	ID27t2_1583	24630	Pkw_ambivalent	10	NA	11:11:12	742	201	NA	NA	NA	NA
1583	ID27t2_1583	24629	Öffentliche Verkehrsmittel_ambivalent	10	NA	11:11:19	287	166	NA	NA	NA	NA
1583	ID27t2_1583	24628	Komfort_positive	2	NA	NA	725	64	NA	NA	NA	NA
1583	ID27t2_1583	24627	Einfacher Transport	2	NA	NA	543	27	NA	NA	NA	NA
1583	ID27t2_1583	24626	Sicherheit vor Ansteckung	2	NA	11:12:01	532	131	NA	NA	NA	NA
1583	ID27t2_1583	24625	Parkplatzsuche_negative	-2	NA	11:14:38	951	243	NA	NA	NA	NA
1583	ID27t2_1583	24624	CO2 Emissionen_negative	-2	NA	NA	824	327	NA	NA	NA	NA
1583	ID27t2_1583	24623	Fahrspaß	1	NA	11:14:47	909	129	NA	NA	NA	NA
1583	ID27t2_1583	24622	klimafreundlich	2	NA	11:15:05	223	55	NA	NA	NA	NA
1583	ID27t2_1583	24621	Nutzung der Fahrzeit	1	NA	11:15:24	82	120	NA	NA	NA	NA
1583	ID27t2_1583	24620	Risiko der Ansteckung	-2	NA	NA	151	317	NA	NA	NA	NA
1583	ID27t2_1583	24619	teils unkomfortabel	-1	NA	11:16:00	48	234	NA	NA	NA	NA
1583	ID27t2_1583	24618	günstig durch Jahresticket	1	NA	11:17:11	327	356	NA	NA	NA	NA
1583	ID27t2_1583	24617	teuer_negative	-1	NA	11:19:12	699	465	NA	NA	NA	NA
1583	ID27t2_1583	24616	Kraftstoff	0	NA	NA	607	558	NA	NA	NA	NA
1583	ID27t2_1583	24615	Kosten_neutral	0	NA	NA	918	478	NA	NA	NA	NA
1576	ID28_1576	24583	umweltbelastend_negative	-3	NA	NA	393	288	NA	NA	NA	NA
1576	ID28_1576	24582	Zeit für andere Aktivitäten während Fahrt & Entspannung	3	NA	11:31:37	592	141	NA	NA	NA	NA
1576	ID28_1576	24581	Ticketpreise z.T. noch sehr hoch (Bahn)	-2	NA	NA	721	540	NA	NA	NA	NA
1576	ID28_1576	24580	Güte des Angebotes Abhängig vom Wohnort/ Verbindung	-3	NA	NA	568	477	NA	NA	NA	NA
1576	ID28_1576	24576	vergleichsweise umweltfreundlich	3	NA	11:28:10	720	437	NA	NA	NA	NA
1576	ID28_1576	24568	Unfälle/ Suizide	-2	NA	NA	872.344	176	NA	NA	NA	NA
1576	ID28_1576	24565	Unwetter	-2	NA	NA	763	179	NA	NA	NA	NA
1576	ID28_1576	24563	Vorgegebener Fahrplan (ggf. nicht ausreichendes Intervall)	-2	NA	11:27:18	670	327	NA	NA	NA	NA
1576	ID28_1576	24562	Vulnerabilität	-2	NA	NA	678	247	NA	NA	NA	NA
1576	ID28_1576	24561	mangelnde Zuverlässigkeit	-2	NA	11:23:58	821	84	NA	NA	NA	NA
1576	ID28_1576	24556	Abhängigkeit	-3	NA	NA	500	253	NA	NA	NA	NA
1576	ID28_1576	24555	Sperrzonen/ Autofreie Zonen (Stadt)	-1	NA	NA	22	457	NA	NA	NA	NA
1576	ID28_1576	24554	ländliche Gegend meist freie Wahl	2	NA	11:20:56	305	538	NA	NA	NA	NA
1576	ID28_1576	24553	im urbanen Raum meist erschwert	-2	NA	11:21:03	456	540	NA	NA	NA	NA
1576	ID28_1576	24551	Parkplatzsuche_ambivalent	10	NA	11:23:04	390	445	NA	NA	NA	NA
1576	ID28_1576	24546	zeitliche Unabhängigkeit (kein Fahrplan)	3	NA	11:18:10	22	271	NA	NA	NA	NA
1576	ID28_1576	24544	insbesondere in infrastrukturell Schwachen Gegenden (Land)	3	NA	11:17:31	145	457	NA	NA	NA	NA
1576	ID28_1576	24541	Mobilität & Flexibilität	10	NA	11:21:31	86	349	NA	NA	NA	NA
1576	ID28_1576	24539	ggf. Stellplatzkosten (Stadt)	-2	NA	11:33:49	429	106	NA	NA	NA	NA
1576	ID28_1576	24530	Hoher Wertverlust (Neuwagen)	-2	NA	11:14:14	191	252	NA	NA	NA	NA
1576	ID28_1576	24528	Kosten_negative	-2	NA	NA	262	110	NA	NA	NA	NA
1576	ID28_1576	24525	Wartung/ Inspektion	-2	NA	11:33:15	203	22	NA	NA	NA	NA
1576	ID28_1576	24523	Treibstoff	-2	NA	NA	374	22	NA	NA	NA	NA
1576	ID28_1576	24520	Versicherung_negative	-2	NA	NA	93	75	NA	NA	NA	NA
1576	ID28_1576	24518	Anschaffungspreis	-1	NA	NA	90	188	NA	NA	NA	NA
1576	ID28_1576	24515	meist hohe Kosten	-2	NA	11:11:28	342	198	NA	NA	NA	NA
1576	ID28_1576	24503	Eigener Pkw_neutral	0	NA	NA	273	345	NA	NA	NA	NA
1576	ID28_1576	24502	Öffentliche Verkehrsmittel_neutral	0	NA	NA	481	350	NA	NA	NA	NA
1589	ID28t2_1589	24722	Öffentliche Verkehrsmittel_neutral	0	NA	NA	481	350	NA	NA	NA	NA
1589	ID28t2_1589	24721	Eigener Pkw_neutral	0	NA	NA	273	345	NA	NA	NA	NA
1589	ID28t2_1589	24720	meist hohe Kosten	-2	NA	11:11:28	342	198	NA	NA	NA	NA
1589	ID28t2_1589	24719	Anschaffungspreis	-1	NA	NA	90	188	NA	NA	NA	NA
1589	ID28t2_1589	24718	Versicherung_negative	-2	NA	NA	93	75	NA	NA	NA	NA
1589	ID28t2_1589	24717	Treibstoff	-2	NA	NA	374	22	NA	NA	NA	NA
1589	ID28t2_1589	24716	Wartung/ Inspektion	-2	NA	11:33:15	203	22	NA	NA	NA	NA
1589	ID28t2_1589	24715	Kosten_negative	-2	NA	NA	262	110	NA	NA	NA	NA
1589	ID28t2_1589	24714	Hoher Wertverlust (Neuwagen)	-2	NA	11:14:14	191	252	NA	NA	NA	NA
1589	ID28t2_1589	24713	ggf. Stellplatzkosten (Stadt)	-2	NA	11:33:49	429	106	NA	NA	NA	NA
1589	ID28t2_1589	24712	Mobilität & Flexibilität	10	NA	11:21:31	86	349	NA	NA	NA	NA
1589	ID28t2_1589	24711	insbesondere in infrastrukturell Schwachen Gegenden (Land)	3	NA	11:17:31	145	457	NA	NA	NA	NA
1589	ID28t2_1589	24710	zeitliche Unabhängigkeit (kein Fahrplan)	3	NA	11:18:10	22	271	NA	NA	NA	NA
1589	ID28t2_1589	24709	Parkplatzsuche_ambivalent	10	NA	11:23:04	390	445	NA	NA	NA	NA
1589	ID28t2_1589	24708	im urbanen Raum meist erschwert	-2	NA	11:21:03	456	540	NA	NA	NA	NA
1589	ID28t2_1589	24707	ländliche Gegend meist freie Wahl	2	NA	11:20:56	305	538	NA	NA	NA	NA
1589	ID28t2_1589	24706	Sperrzonen/ Autofreie Zonen (Stadt)	-1	NA	NA	22	457	NA	NA	NA	NA
1589	ID28t2_1589	24705	Abhängigkeit	-3	NA	NA	500	253	NA	NA	NA	NA
1589	ID28t2_1589	24704	mangelnde Zuverlässigkeit	-2	NA	11:23:58	821	84	NA	NA	NA	NA
1589	ID28t2_1589	24703	Vulnerabilität	-2	NA	NA	678	247	NA	NA	NA	NA
1589	ID28t2_1589	24702	Vorgegebener Fahrplan (ggf. nicht ausreichendes Intervall)	-2	NA	11:27:18	670	327	NA	NA	NA	NA
1589	ID28t2_1589	24701	Unwetter	-2	NA	NA	763	179	NA	NA	NA	NA
1589	ID28t2_1589	24700	Unfälle/ Suizide	-2	NA	NA	872.344	176	NA	NA	NA	NA
1589	ID28t2_1589	24699	vergleichsweise umweltfreundlich	3	NA	11:28:10	720	437	NA	NA	NA	NA
1589	ID28t2_1589	24698	Güte des Angebotes Abhängig vom Wohnort/ Verbindung	-3	NA	NA	568	477	NA	NA	NA	NA
1589	ID28t2_1589	24697	Ticketpreise z.T. noch sehr hoch (Bahn)	-2	NA	NA	721	540	NA	NA	NA	NA
1589	ID28t2_1589	24696	Zeit für andere Aktivitäten während Fahrt & Entspannung	3	NA	11:31:37	592	141	NA	NA	NA	NA
1589	ID28t2_1589	24695	umweltbelastend_negative	-3	NA	NA	393	288	NA	NA	NA	NA
1578	ID29_1578	24552	Transport von Sachen	0	NA	NA	309	34	NA	NA	NA	NA
1578	ID29_1578	24548	Mitnahme Kinder	0	NA	NA	122	35	NA	NA	NA	NA
1578	ID29_1578	24547	Nutzung der Fahrzeit (Lesen)	3	NA	NA	711	544	NA	NA	NA	NA
1578	ID29_1578	24545	Spaß_positive	2	NA	NA	666	53	NA	NA	NA	NA
1578	ID29_1578	24540	Corona Gefahr_negative	-2	NA	NA	487	544	NA	NA	NA	NA
1578	ID29_1578	24534	Kosten_negative	-3	NA	NA	203	538	NA	NA	NA	NA
1578	ID29_1578	24531	Freiheit_positive	2	NA	NA	834	463	NA	NA	NA	NA
1578	ID29_1578	24527	Gesundheit	2	NA	NA	806	165	NA	NA	NA	NA
1578	ID29_1578	24517	Flexibilität	3	NA	NA	494	20	NA	NA	NA	NA
1578	ID29_1578	24514	CO2 Emissionen_negative	-3	NA	NA	20	198	NA	NA	NA	NA
1578	ID29_1578	24507	Eigener Pkw_neutral	0	NA	NA	273	345	NA	NA	NA	NA
1578	ID29_1578	24506	Öffentliche Verkehrsmittel_neutral	0	NA	11:14:35	574	346	NA	NA	NA	NA
1578r	ID29t2_1578	24552	Transport von Sachen	0	NA	NA	309	34	NA	NA	NA	NA
1578r	ID29t2_1578	24548	Mitnahme Kinder	0	NA	NA	122	35	NA	NA	NA	NA
1578r	ID29t2_1578	24547	Nutzung der Fahrzeit (Lesen)	3	NA	NA	711	544	NA	NA	NA	NA
1578r	ID29t2_1578	24545	Spaß_positive	2	NA	NA	666	53	NA	NA	NA	NA
1578r	ID29t2_1578	24540	Corona Gefahr_negative	-2	NA	NA	487	544	NA	NA	NA	NA
1578r	ID29t2_1578	24534	Kosten_negative	-3	NA	NA	203	538	NA	NA	NA	NA
1578r	ID29t2_1578	24531	Freiheit_positive	2	NA	NA	834	463	NA	NA	NA	NA
1578r	ID29t2_1578	24527	Gesundheit	2	NA	NA	806	165	NA	NA	NA	NA
1578r	ID29t2_1578	24517	Flexibilität	3	NA	NA	494	20	NA	NA	NA	NA
1578r	ID29t2_1578	24514	CO2 Emissionen_negative	-3	NA	NA	20	198	NA	NA	NA	NA
1578r	ID29t2_1578	24507	Eigener Pkw_neutral	0	NA	NA	273	345	NA	NA	NA	NA
1578r	ID29t2_1578	24506	Öffentliche Verkehrsmittel_neutral	0	NA	11:14:35	574	346	NA	NA	NA	NA
1580	ID30_1580	24646	Schlechte Infrastruktur in kleineren Städten	-3	NA	NA	401	132	NA	NA	NA	NA
1580	ID30_1580	24645	Begrenzte Streckenmöglichkeiten	-2	NA	NA	506	471.333	NA	NA	NA	NA
1580	ID30_1580	24644	Häufig umsteigen_negative	-3	NA	NA	511	570.667	NA	NA	NA	NA
1580	ID30_1580	24643	Kein Umsteigen	3	NA	NA	30	489	NA	NA	NA	NA
1580	ID30_1580	24641	Freundlichkeit der Angestellten	10	NA	NA	698.333	443	NA	NA	NA	NA
1580	ID30_1580	24638	Weniger Umweltschäden	3	NA	NA	323	468	NA	NA	NA	NA
1580	ID30_1580	24635	Luftverschmutzung	-3	NA	NA	191	75	NA	NA	NA	NA
1580	ID30_1580	24633	Freiheitsgefühl	3	NA	11:37:00	21.3333	369	NA	NA	NA	NA
1580	ID30_1580	24632	Sauberkeit und Platz	3	NA	NA	23	272	NA	NA	NA	NA
1580	ID30_1580	24613	Parkplatzsuche_positive	3	NA	NA	699.667	45	NA	NA	NA	NA
1580	ID30_1580	24610	Sauberkeit	-3	NA	NA	698.333	247	NA	NA	NA	NA
1580	ID30_1580	24608	Ansteckungsgefahr (Corona)	-3	NA	NA	624	156	NA	NA	NA	NA
1580	ID30_1580	24607	Zeitaufwand	10	NA	11:35:04	686	564.667	NA	NA	NA	NA
1580	ID30_1580	24604	Nicht selber fahren müssen	3	NA	NA	525	20.6667	NA	NA	NA	NA
1580	ID30_1580	24602	Preise immer noch hoch	-3	NA	11:34:18	426	230	NA	NA	NA	NA
1580	ID30_1580	24593	Kosten_negative	-3	NA	NA	21.3333	20	NA	NA	NA	NA
1580	ID30_1580	24588	Bequeme Fahrt	3	NA	NA	21.3333	159	NA	NA	NA	NA
1580	ID30_1580	24587	Eigener Pkw_neutral	0	NA	11:32:41	273	345	NA	NA	NA	NA
1580	ID30_1580	24586	Öffentliche Verkehrsmittel_neutral	0	NA	11:34:42	574	346	NA	NA	NA	NA
1580r	ID30t2_1580	24646	Schlechte Infrastruktur in kleineren Städten	-3	NA	NA	401	132	NA	NA	NA	NA
1580r	ID30t2_1580	24645	Begrenzte Streckenmöglichkeiten	-2	NA	NA	506	471.333	NA	NA	NA	NA
1580r	ID30t2_1580	24644	Häufig umsteigen_negative	-3	NA	NA	511	570.667	NA	NA	NA	NA
1580r	ID30t2_1580	24643	Kein Umsteigen	3	NA	NA	30	489	NA	NA	NA	NA
1580r	ID30t2_1580	24641	Freundlichkeit der Angestellten	10	NA	NA	698.333	443	NA	NA	NA	NA
1580r	ID30t2_1580	24638	Weniger Umweltschäden	3	NA	NA	323	468	NA	NA	NA	NA
1580r	ID30t2_1580	24635	Luftverschmutzung	-3	NA	NA	191	75	NA	NA	NA	NA
1580r	ID30t2_1580	24633	Freiheitsgefühl	3	NA	11:37:00	21.3333	369	NA	NA	NA	NA
1580r	ID30t2_1580	24632	Sauberkeit und Platz	3	NA	NA	23	272	NA	NA	NA	NA
1580r	ID30t2_1580	24613	Parkplatzsuche_positive	3	NA	NA	699.667	45	NA	NA	NA	NA
1580r	ID30t2_1580	24610	Sauberkeit	-3	NA	NA	698.333	247	NA	NA	NA	NA
1580r	ID30t2_1580	24608	Ansteckungsgefahr (Corona)	-3	NA	NA	624	156	NA	NA	NA	NA
1580r	ID30t2_1580	24607	Zeitaufwand	10	NA	11:35:04	686	564.667	NA	NA	NA	NA
1580r	ID30t2_1580	24604	Nicht selber fahren müssen	3	NA	NA	525	20.6667	NA	NA	NA	NA
1580r	ID30t2_1580	24602	Preise immer noch hoch	-3	NA	11:34:18	426	230	NA	NA	NA	NA
1580r	ID30t2_1580	24593	Kosten_negative	-3	NA	NA	21.3333	20	NA	NA	NA	NA
1580r	ID30t2_1580	24588	Bequeme Fahrt	3	NA	NA	21.3333	159	NA	NA	NA	NA
1580r	ID30t2_1580	24587	Eigener Pkw_neutral	0	NA	11:32:41	273	345	NA	NA	NA	NA
1580r	ID30t2_1580	24586	Öffentliche Verkehrsmittel_neutral	0	NA	11:34:42	574	346	NA	NA	NA	NA
1582	ID32_1582	24686	Fahrtzeit anderweitig nutzbar	1	NA	NA	567	94	NA	NA	NA	NA
1582	ID32_1582	24681	Parkplatzsuche_negative	-3	NA	NA	57	387	NA	NA	NA	NA
1582	ID32_1582	24670	abhänging von Fahrzeiten	-2	NA	NA	520	456	NA	NA	NA	NA
1582	ID32_1582	24667	einfacher Transport von schweren Lasten	2	NA	NA	211	154	NA	NA	NA	NA
1582	ID32_1582	24661	Umwege um ans Ziel zu kommen	-1	NA	11:41:03	744	423	NA	NA	NA	NA
1582	ID32_1582	24642	Benzin auch nicht günstig	-1	NA	NA	350	544	NA	NA	NA	NA
1582	ID32_1582	24639	in Hamburg mittlerweile fast teuer	-2	NA	NA	644	520	NA	NA	NA	NA
1582	ID32_1582	24634	umweltbelastend_negative	-3	NA	NA	196	438	NA	NA	NA	NA
1582	ID32_1582	24614	meist schneller am Ziel	2	NA	11:36:18	105	288	NA	NA	NA	NA
1582	ID32_1582	24609	teilweise arg überfüllt	-2	NA	NA	793	319	NA	NA	NA	NA
1582	ID32_1582	24597	Eigener Pkw_neutral	0	NA	NA	273	345	NA	NA	NA	NA
1582	ID32_1582	24596	Öffentliche Verkehrsmittel_neutral	0	NA	NA	575	346	NA	NA	NA	NA
1595	ID32t2_1595	24828	Öffentliche Verkehrsmittel_neutral	0	NA	NA	575	346	NA	NA	NA	NA
1595	ID32t2_1595	24827	Eigener Pkw_neutral	0	NA	NA	273	345	NA	NA	NA	NA
1595	ID32t2_1595	24826	umwelt- und klimafreundlicher	3	NA	11:34:59	667	220	NA	NA	NA	NA
1595	ID32t2_1595	24825	teilweise arg überfüllt	-2	NA	NA	793	319	NA	NA	NA	NA
1595	ID32t2_1595	24824	meist schneller am Ziel	2	NA	11:36:18	105	288	NA	NA	NA	NA
1595	ID32t2_1595	24823	umweltbelastend_negative	-3	NA	NA	183	481	NA	NA	NA	NA
1595	ID32t2_1595	24822	in Hamburg mittlerweile fast teuer	-2	NA	NA	592	441	NA	NA	NA	NA
1595	ID32t2_1595	24821	Benzin auch nicht günstig	-3	NA	11:57:29	357	449	NA	NA	NA	NA
1595	ID32t2_1595	24820	Umwege um ans Ziel zu kommen	-1	NA	11:41:03	778	477	NA	NA	NA	NA
1595	ID32t2_1595	24819	einfacher Transport von schweren Lasten	2	NA	NA	211	154	NA	NA	NA	NA
1595	ID32t2_1595	24818	abhänging von Fahrzeiten	-2	NA	NA	491	544	NA	NA	NA	NA
1595	ID32t2_1595	24817	Parkplatzsuche_negative	-3	NA	NA	57	387	NA	NA	NA	NA
1595	ID32t2_1595	24816	Fahrtzeit anderweitig nutzbar	1	NA	NA	567	94	NA	NA	NA	NA
1579	ID33_1579	24578	Stau_positive	3	NA	NA	741	382	NA	NA	NA	NA
1579	ID33_1579	24577	umweltfreundlich_positive	3	NA	NA	773	295	NA	NA	NA	NA
1579	ID33_1579	24575	Unabhängigkeit_negative	-3	NA	11:27:41	568	580	NA	NA	NA	NA
1579	ID33_1579	24574	viele Leute_negative	-3	NA	NA	642	188	NA	NA	NA	NA
1579	ID33_1579	24573	teuer_negative	-3	NA	NA	660	489	NA	NA	NA	NA
1579	ID33_1579	24572	Transport	3	NA	NA	294	499	NA	NA	NA	NA
1579	ID33_1579	24571	Spaß_positive	2	NA	NA	50	409	NA	NA	NA	NA
1579	ID33_1579	24570	teuer_negative	-1	NA	NA	36	278	NA	NA	NA	NA
