CAM.x	participantCAM.x	id	text	value	comment	date	x_pos	y_pos	isDraggable	isDeletable.x	isTextChangeable	isActive.x	CAM.y	participantCAM.y	id.y	idending	intensity	agreement	isBidirectional	isDeletable.y	isActive.y
1578	ID29_1578	24545	Spaß	2	NA		666	53	NA	NA	NA	NA	1578	ID29_1578	23688	24507	6	1	0	NA	NA
1578	ID29_1578	24545	Spaß	2	NA		666	53	NA	NA	NA	NA	1578	ID29_1578	23686	24506	9	1	0	NA	NA
1578	ID29_1578	24540	Corona-Gefahr	-2	NA		487	544	NA	NA	NA	NA	1578	ID29_1578	23677	24506	9	1	0	NA	NA
1578	ID29_1578	24540	Corona-Gefahr	-2	NA		487	544	NA	NA	NA	NA	1578	ID29_1578	23674	24507	6	0	0	NA	NA
1578	ID29_1578	24534	Kosten	-3	NA		203	538	NA	NA	NA	NA	1578	ID29_1578	23680	24506	6	1	0	NA	NA
1578	ID29_1578	24534	Kosten	-3	NA		203	538	NA	NA	NA	NA	1578	ID29_1578	23654	24507	9	1	0	NA	NA
1578	ID29_1578	24531	Freiheit	2	NA		834	463	NA	NA	NA	NA	1578	ID29_1578	23682	24507	6	0	0	NA	NA
1578	ID29_1578	24531	Freiheit	2	NA		834	463	NA	NA	NA	NA	1578	ID29_1578	23652	24506	6	1	0	NA	NA
1578	ID29_1578	24527	Gesundheit	2	NA		806	165	NA	NA	NA	NA	1578	ID29_1578	23683	24507	6	0	0	NA	NA
1578	ID29_1578	24527	Gesundheit	2	NA		806	165	NA	NA	NA	NA	1578	ID29_1578	23649	24506	6	1	0	NA	NA
1578	ID29_1578	24517	Flexibilität	3	NA		494	20	NA	NA	NA	NA	1578	ID29_1578	23662	24506	6	0	0	NA	NA
1578	ID29_1578	24517	Flexibilität	3	NA		494	20	NA	NA	NA	NA	1578	ID29_1578	23647	24507	9	1	0	NA	NA
1578	ID29_1578	24514	CO2-Emission	-3	NA		20	198	NA	NA	NA	NA	1578	ID29_1578	23646	24506	6	1	0	NA	NA
1578	ID29_1578	24514	CO2-Emission	-3	NA		20	198	NA	NA	NA	NA	1578	ID29_1578	23645	24507	9	1	0	NA	NA
1578	ID29_1578	24507	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	1578	ID29_1578	23638	24506	6	0	0	NA	NA
1578r	ID29t2_1578	24552	Transport von Sachen	0	NA		309	34	NA	NA	NA	NA	1578r	ID29t2_1578	23704	24507	9	1	0	NA	NA
1578r	ID29t2_1578	24552	Transport von Sachen	0	NA		309	34	NA	NA	NA	NA	1578r	ID29t2_1578	23703	24506	6	1	0	NA	NA
1578r	ID29t2_1578	24548	Mitnahme Kinder	0	NA		122	35	NA	NA	NA	NA	1578r	ID29t2_1578	23695	24507	6	1	0	NA	NA
1578r	ID29t2_1578	24548	Mitnahme Kinder	0	NA		122	35	NA	NA	NA	NA	1578r	ID29t2_1578	23694	24506	6	1	0	NA	NA
1578r	ID29t2_1578	24547	Nutzung der Fahrzeit (Lesen)	3	NA		711	544	NA	NA	NA	NA	1578r	ID29t2_1578	23693	24507	6	0	0	NA	NA
1578r	ID29t2_1578	24547	Nutzung der Fahrzeit (Lesen)	3	NA		711	544	NA	NA	NA	NA	1578r	ID29t2_1578	23692	24506	9	1	0	NA	NA
1578r	ID29t2_1578	24545	Spaß	2	NA		666	53	NA	NA	NA	NA	1578r	ID29t2_1578	23688	24507	6	1	0	NA	NA
1578r	ID29t2_1578	24545	Spaß	2	NA		666	53	NA	NA	NA	NA	1578r	ID29t2_1578	23686	24506	9	1	0	NA	NA
1578r	ID29t2_1578	24540	Corona-Gefahr	-2	NA		487	544	NA	NA	NA	NA	1578r	ID29t2_1578	23677	24506	9	1	0	NA	NA
1578r	ID29t2_1578	24540	Corona-Gefahr	-2	NA		487	544	NA	NA	NA	NA	1578r	ID29t2_1578	23674	24507	6	0	0	NA	NA
1578r	ID29t2_1578	24534	Kosten	-3	NA		203	538	NA	NA	NA	NA	1578r	ID29t2_1578	23680	24506	6	1	0	NA	NA
1578r	ID29t2_1578	24534	Kosten	-3	NA		203	538	NA	NA	NA	NA	1578r	ID29t2_1578	23654	24507	9	1	0	NA	NA
1578r	ID29t2_1578	24531	Freiheit	2	NA		834	463	NA	NA	NA	NA	1578r	ID29t2_1578	23682	24507	6	0	0	NA	NA
1578r	ID29t2_1578	24531	Freiheit	2	NA		834	463	NA	NA	NA	NA	1578r	ID29t2_1578	23652	24506	6	1	0	NA	NA
1578r	ID29t2_1578	24527	Gesundheit	2	NA		806	165	NA	NA	NA	NA	1578r	ID29t2_1578	23683	24507	6	0	0	NA	NA
1578r	ID29t2_1578	24527	Gesundheit	2	NA		806	165	NA	NA	NA	NA	1578r	ID29t2_1578	23649	24506	6	1	0	NA	NA
1578r	ID29t2_1578	24517	Flexibilität	3	NA		494	20	NA	NA	NA	NA	1578r	ID29t2_1578	23662	24506	6	0	0	NA	NA
1578r	ID29t2_1578	24517	Flexibilität	3	NA		494	20	NA	NA	NA	NA	1578r	ID29t2_1578	23647	24507	9	1	0	NA	NA
1578r	ID29t2_1578	24514	CO2-Emission	-3	NA		20	198	NA	NA	NA	NA	1578r	ID29t2_1578	23646	24506	6	1	0	NA	NA
1578r	ID29t2_1578	24514	CO2-Emission	-3	NA		20	198	NA	NA	NA	NA	1578r	ID29t2_1578	23645	24507	9	1	0	NA	NA
1578r	ID29t2_1578	24507	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	1578r	ID29t2_1578	23638	24506	6	0	0	NA	NA
1580	ID30_1580	24646	Schlechte Infrastruktur in kleineren Städten	-3	NA		401	132	NA	NA	NA	NA	1580	ID30_1580	23839	24645	6	1	0	NA	NA
1580	ID30_1580	24646	Schlechte Infrastruktur in kleineren Städten	-3	NA		401	132	NA	NA	NA	NA	1580	ID30_1580	23801	24602	6	1	0	NA	NA
1580	ID30_1580	24645	Begrenzte Streckenmöglichkeiten	-2	NA		506	471.333	NA	NA	NA	NA	1580	ID30_1580	23810	24586	6	1	0	NA	NA
1580	ID30_1580	24645	Begrenzte Streckenmöglichkeiten	-2	NA		506	471.333	NA	NA	NA	NA	1580	ID30_1580	23809	24644	6	1	0	NA	NA
1580	ID30_1580	24643	Kein Umsteigen	3	NA		30	489	NA	NA	NA	NA	1580	ID30_1580	23816	24587	6	1	0	NA	NA
1580	ID30_1580	24641	Freundlichkeit der Angestellten	10	NA		698.333	443	NA	NA	NA	NA	1580	ID30_1580	23806	24586	6	0	0	NA	NA
1580	ID30_1580	24638	Weniger Umweltschäden	3	NA		323	468	NA	NA	NA	NA	1580	ID30_1580	23812	24586	9	1	0	NA	NA
1580	ID30_1580	24635	Luftverschmutzung	-3	NA		191	75	NA	NA	NA	NA	1580	ID30_1580	23829	24587	6	0	0	NA	NA
1580	ID30_1580	24635	Luftverschmutzung	-3	NA		191	75	NA	NA	NA	NA	1580	ID30_1580	23825	24593	6	1	0	NA	NA
1580	ID30_1580	24633	Freiheitsgefühl	3	NA	11:37:00	21.3333	369	NA	NA	NA	NA	1580	ID30_1580	23838	24632	6	1	0	NA	NA
1580	ID30_1580	24633	Freiheitsgefühl	3	NA	11:37:00	21.3333	369	NA	NA	NA	NA	1580	ID30_1580	23819	24587	6	1	0	NA	NA
1580	ID30_1580	24632	Sauberkeit und Platz	3	NA		23	272	NA	NA	NA	NA	1580	ID30_1580	23837	24588	6	1	0	NA	NA
1580	ID30_1580	24632	Sauberkeit und Platz	3	NA		23	272	NA	NA	NA	NA	1580	ID30_1580	23820	24587	6	1	0	NA	NA
1580	ID30_1580	24613	keine Parkplatzsuche	3	NA		699.667	45	NA	NA	NA	NA	1580	ID30_1580	23803	24604	6	1	0	NA	NA
1580	ID30_1580	24610	Sauberkeit	-3	NA		698.333	247	NA	NA	NA	NA	1580	ID30_1580	23799	24586	6	0	0	NA	NA
1580	ID30_1580	24610	Sauberkeit	-3	NA		698.333	247	NA	NA	NA	NA	1580	ID30_1580	23798	24608	6	1	0	NA	NA
1580	ID30_1580	24607	Zeitaufwand	10	NA	11:35:04	686	564.667	NA	NA	NA	NA	1580	ID30_1580	23814	24586	6	1	0	NA	NA
1580	ID30_1580	24604	Nicht selber fahren müssen	3	NA		525	20.6667	NA	NA	NA	NA	1580	ID30_1580	23802	24586	6	1	0	NA	NA
1580	ID30_1580	24602	Preise immer noch hoch	-3	NA	11:34:18	426	230	NA	NA	NA	NA	1580	ID30_1580	23815	24586	6	0	0	NA	NA
1580	ID30_1580	24588	Bequeme Fahrt	3	NA		21.3333	159	NA	NA	NA	NA	1580	ID30_1580	23823	24587	6	1	0	NA	NA
1580	ID30_1580	24587	Eigener Pkw	0	NA	11:32:41	273	345	NA	NA	NA	NA	1580	ID30_1580	23739	24586	6	0	0	NA	NA
1580r	ID30t2_1580	24646	Schlechte Infrastruktur in kleineren Städten	-3	NA		401	132	NA	NA	NA	NA	1580r	ID30t2_1580	23839	24645	6	1	0	NA	NA
1580r	ID30t2_1580	24646	Schlechte Infrastruktur in kleineren Städten	-3	NA		401	132	NA	NA	NA	NA	1580r	ID30t2_1580	23801	24602	6	1	0	NA	NA
1580r	ID30t2_1580	24645	Begrenzte Streckenmöglichkeiten	-2	NA		506	471.333	NA	NA	NA	NA	1580r	ID30t2_1580	23810	24586	6	1	0	NA	NA
1580r	ID30t2_1580	24645	Begrenzte Streckenmöglichkeiten	-2	NA		506	471.333	NA	NA	NA	NA	1580r	ID30t2_1580	23809	24644	6	1	0	NA	NA
1580r	ID30t2_1580	24643	Kein Umsteigen	3	NA		30	489	NA	NA	NA	NA	1580r	ID30t2_1580	23816	24587	6	1	0	NA	NA
1580r	ID30t2_1580	24641	Freundlichkeit der Angestellten	10	NA		698.333	443	NA	NA	NA	NA	1580r	ID30t2_1580	23806	24586	6	0	0	NA	NA
1580r	ID30t2_1580	24638	Weniger Umweltschäden	3	NA		323	468	NA	NA	NA	NA	1580r	ID30t2_1580	23812	24586	9	1	0	NA	NA
1580r	ID30t2_1580	24635	Luftverschmutzung	-3	NA		191	75	NA	NA	NA	NA	1580r	ID30t2_1580	23829	24587	6	0	0	NA	NA
1580r	ID30t2_1580	24635	Luftverschmutzung	-3	NA		191	75	NA	NA	NA	NA	1580r	ID30t2_1580	23825	24593	6	1	0	NA	NA
1580r	ID30t2_1580	24633	Freiheitsgefühl	3	NA	11:37:00	21.3333	369	NA	NA	NA	NA	1580r	ID30t2_1580	23838	24632	6	1	0	NA	NA
1580r	ID30t2_1580	24633	Freiheitsgefühl	3	NA	11:37:00	21.3333	369	NA	NA	NA	NA	1580r	ID30t2_1580	23819	24587	6	1	0	NA	NA
1580r	ID30t2_1580	24632	Sauberkeit und Platz	3	NA		23	272	NA	NA	NA	NA	1580r	ID30t2_1580	23837	24588	6	1	0	NA	NA
1580r	ID30t2_1580	24632	Sauberkeit und Platz	3	NA		23	272	NA	NA	NA	NA	1580r	ID30t2_1580	23820	24587	6	1	0	NA	NA
1580r	ID30t2_1580	24613	keine Parkplatzsuche	3	NA		699.667	45	NA	NA	NA	NA	1580r	ID30t2_1580	23803	24604	6	1	0	NA	NA
1580r	ID30t2_1580	24610	Sauberkeit	-3	NA		698.333	247	NA	NA	NA	NA	1580r	ID30t2_1580	23799	24586	6	0	0	NA	NA
1580r	ID30t2_1580	24610	Sauberkeit	-3	NA		698.333	247	NA	NA	NA	NA	1580r	ID30t2_1580	23798	24608	6	1	0	NA	NA
1580r	ID30t2_1580	24607	Zeitaufwand	10	NA	11:35:04	686	564.667	NA	NA	NA	NA	1580r	ID30t2_1580	23814	24586	6	1	0	NA	NA
1580r	ID30t2_1580	24604	Nicht selber fahren müssen	3	NA		525	20.6667	NA	NA	NA	NA	1580r	ID30t2_1580	23802	24586	6	1	0	NA	NA
1580r	ID30t2_1580	24602	Preise immer noch hoch	-3	NA	11:34:18	426	230	NA	NA	NA	NA	1580r	ID30t2_1580	23815	24586	6	0	0	NA	NA
1580r	ID30t2_1580	24588	Bequeme Fahrt	3	NA		21.3333	159	NA	NA	NA	NA	1580r	ID30t2_1580	23823	24587	6	1	0	NA	NA
1580r	ID30t2_1580	24587	Eigener Pkw	0	NA	11:32:41	273	345	NA	NA	NA	NA	1580r	ID30t2_1580	23739	24586	6	0	0	NA	NA
1582	ID32_1582	24686	Fahrtzeit anderweitig nutzbar	1	NA		567	94	NA	NA	NA	NA	1582	ID32_1582	23833	24596	6	1	0	NA	NA
1582	ID32_1582	24681	Parkplatzsuche	-3	NA		57	387	NA	NA	NA	NA	1582	ID32_1582	23827	24597	6	0	0	NA	NA
1582	ID32_1582	24670	abhänging von Fahrzeiten	-2	NA		520	456	NA	NA	NA	NA	1582	ID32_1582	23808	24596	6	0	0	NA	NA
1582	ID32_1582	24667	einfacher Transport von schweren Lasten	2	NA		211	154	NA	NA	NA	NA	1582	ID32_1582	23813	24597	9	1	0	NA	NA
1582	ID32_1582	24661	Umwege um ans Ziel zu kommen	-1	NA	11:41:03	744	423	NA	NA	NA	NA	1582	ID32_1582	23811	24596	6	0	0	NA	NA
1582	ID32_1582	24642	Benzin auch nicht günstig	-1	NA		350	544	NA	NA	NA	NA	1582	ID32_1582	23778	24597	6	0	0	NA	NA
1582	ID32_1582	24639	in Hamburg mittlerweile fast teuer	-2	NA		644	520	NA	NA	NA	NA	1582	ID32_1582	23776	24596	6	0	0	NA	NA
1582	ID32_1582	24634	Umweltbelastung	-3	NA		196	438	NA	NA	NA	NA	1582	ID32_1582	23777	24597	9	0	0	NA	NA
1582	ID32_1582	24614	meist schneller am Ziel	2	NA	11:36:18	105	288	NA	NA	NA	NA	1582	ID32_1582	23779	24597	6	1	0	NA	NA
1582	ID32_1582	24609	teilweise arg überfüllt	-2	NA		793	319	NA	NA	NA	NA	1582	ID32_1582	23775	24596	6	0	0	NA	NA
1582	ID32_1582	24597	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	1582	ID32_1582	23746	24596	6	0	0	NA	NA
1595	ID32t2_1595	24827	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	1595	ID32t2_1595	23970	24828	6	0	0	NA	NA
1595	ID32t2_1595	24826	umwelt- und klimafreundlicher	3	NA	11:34:59	667	220	NA	NA	NA	NA	1595	ID32t2_1595	23969	24828	6	1	0	NA	NA
1595	ID32t2_1595	24825	teilweise arg überfüllt	-2	NA		793	319	NA	NA	NA	NA	1595	ID32t2_1595	23968	24828	6	0	0	NA	NA
1595	ID32t2_1595	24824	meist schneller am Ziel	2	NA	11:36:18	105	288	NA	NA	NA	NA	1595	ID32t2_1595	23964	24827	6	1	0	NA	NA
1595	ID32t2_1595	24823	Umweltbelastung	-3	NA		183	481	NA	NA	NA	NA	1595	ID32t2_1595	23966	24827	9	0	0	NA	NA
1595	ID32t2_1595	24822	in Hamburg mittlerweile fast teuer	-2	NA		592	441	NA	NA	NA	NA	1595	ID32t2_1595	23967	24828	6	0	0	NA	NA
1595	ID32t2_1595	24821	Benzin auch nicht günstig	-3	NA	11:57:29	357	449	NA	NA	NA	NA	1595	ID32t2_1595	23985	24827	9	0	0	NA	NA
1595	ID32t2_1595	24820	Umwege um ans Ziel zu kommen	-1	NA	11:41:03	778	477	NA	NA	NA	NA	1595	ID32t2_1595	23999	24822	6	0	0	NA	NA
1595	ID32t2_1595	24820	Umwege um ans Ziel zu kommen	-1	NA	11:41:03	778	477	NA	NA	NA	NA	1595	ID32t2_1595	23962	24828	6	0	0	NA	NA
1595	ID32t2_1595	24819	einfacher Transport von schweren Lasten	2	NA		211	154	NA	NA	NA	NA	1595	ID32t2_1595	23961	24827	9	1	0	NA	NA
1595	ID32t2_1595	24818	abhänging von Fahrzeiten	-2	NA		491	544	NA	NA	NA	NA	1595	ID32t2_1595	23963	24828	6	0	0	NA	NA
1595	ID32t2_1595	24817	Parkplatzsuche	-3	NA		57	387	NA	NA	NA	NA	1595	ID32t2_1595	23960	24827	6	0	0	NA	NA
1595	ID32t2_1595	24816	Fahrtzeit anderweitig nutzbar	1	NA		567	94	NA	NA	NA	NA	1595	ID32t2_1595	23959	24828	6	1	0	NA	NA
1579	ID33_1579	24578	Kein Stau	3	NA		741	382	NA	NA	NA	NA	1579	ID33_1579	23731	24559	6	1	0	NA	NA
1579	ID33_1579	24577	Umwelt Freundlich	3	NA		773	295	NA	NA	NA	NA	1579	ID33_1579	23730	24559	6	1	0	NA	NA
1579	ID33_1579	24575	Abhängig	-3	NA	11:27:41	568	580	NA	NA	NA	NA	1579	ID33_1579	23733	24559	6	0	0	NA	NA
1579	ID33_1579	24574	Viele Leute	-3	NA		642	188	NA	NA	NA	NA	1579	ID33_1579	23729	24559	6	0	0	NA	NA
1579	ID33_1579	24573	Teuer	-3	NA		660	489	NA	NA	NA	NA	1579	ID33_1579	23732	24559	6	0	0	NA	NA
1579	ID33_1579	24572	Transport	3	NA		294	499	NA	NA	NA	NA	1579	ID33_1579	23723	24560	6	1	0	NA	NA
1579	ID33_1579	24571	Macht Spaß	2	NA		50	409	NA	NA	NA	NA	1579	ID33_1579	23725	24560	6	1	0	NA	NA
1579	ID33_1579	24570	Teuer	-1	NA		36	278	NA	NA	NA	NA	1579	ID33_1579	23722	24560	6	0	0	NA	NA
1579	ID33_1579	24569	Individuell	3	NA		336	149	NA	NA	NA	NA	1579	ID33_1579	23724	24560	6	1	0	NA	NA
1579	ID33_1579	24567	Unabhängigkeit	3	NA	11:25:31	112	518	NA	NA	NA	NA	1579	ID33_1579	23712	24560	9	1	0	NA	NA
1579	ID33_1579	24566	Freiheit	3	NA		123	113	NA	NA	NA	NA	1579	ID33_1579	23711	24560	9	1	0	NA	NA
1579	ID33_1579	24560	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	1579	ID33_1579	23710	24559	6	0	0	NA	NA
1585	ID33t2_1585	24662	Versicherung	-2	NA		197	40	NA	NA	NA	NA	1585	ID33t2_1585	23794	24659	6	1	0	NA	NA
1585	ID33t2_1585	24659	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	1585	ID33t2_1585	23793	24660	6	0	0	NA	NA
1585	ID33t2_1585	24658	Freiheit	3	NA		123	113	NA	NA	NA	NA	1585	ID33t2_1585	23792	24659	9	1	0	NA	NA
1585	ID33t2_1585	24657	Unabhängigkeit	3	NA	11:25:31	112	518	NA	NA	NA	NA	1585	ID33t2_1585	23791	24659	9	1	0	NA	NA
1585	ID33t2_1585	24656	Individuell	3	NA		336	149	NA	NA	NA	NA	1585	ID33t2_1585	23788	24659	6	1	0	NA	NA
1585	ID33t2_1585	24655	Teuer	-1	NA		36	278	NA	NA	NA	NA	1585	ID33t2_1585	23790	24659	6	0	0	NA	NA
1585	ID33t2_1585	24654	Macht Spaß	2	NA		50	409	NA	NA	NA	NA	1585	ID33t2_1585	23787	24659	6	1	0	NA	NA
1585	ID33t2_1585	24653	Transport	3	NA		294	499	NA	NA	NA	NA	1585	ID33t2_1585	23789	24659	6	1	0	NA	NA
1585	ID33t2_1585	24652	Teuer	-3	NA		660	489	NA	NA	NA	NA	1585	ID33t2_1585	23782	24660	6	0	0	NA	NA
1585	ID33t2_1585	24651	Viele Leute	-3	NA		642	188	NA	NA	NA	NA	1585	ID33t2_1585	23785	24660	6	0	0	NA	NA
1585	ID33t2_1585	24650	Abhängig	-3	NA	11:27:41	568	580	NA	NA	NA	NA	1585	ID33t2_1585	23781	24660	6	0	0	NA	NA
1585	ID33t2_1585	24649	Umwelt Freundlich	3	NA		773	295	NA	NA	NA	NA	1585	ID33t2_1585	23784	24660	6	1	0	NA	NA
1585	ID33t2_1585	24648	Kein Stau	3	NA		741	382	NA	NA	NA	NA	1585	ID33t2_1585	23783	24660	6	1	0	NA	NA
1581	ID34_1581	24759	schlechtere Kosten/Nutzen Bilanz	-1	NA	12:00:04	1057	404	NA	NA	NA	NA	1581	ID34_1581	23888	24676	6	1	0	NA	NA
1581	ID34_1581	24754	Schnellere und direkter Reisen	1	NA	11:49:31	185	489	NA	NA	NA	NA	1581	ID34_1581	23887	24675	6	1	0	NA	NA
1581	ID34_1581	24743	Krankheitsübertragung durch Flächenkontakt	-1	NA	11:48:14	940	37	NA	NA	NA	NA	1581	ID34_1581	23885	24726	6	1	0	NA	NA
1581	ID34_1581	24743	Krankheitsübertragung durch Flächenkontakt	-1	NA	11:48:14	940	37	NA	NA	NA	NA	1581	ID34_1581	23884	24676	6	1	0	NA	NA
1581	ID34_1581	24735	Parken	0	NA		590	366	NA	NA	NA	NA	1581	ID34_1581	23881	24676	6	1	0	NA	NA
1581	ID34_1581	24735	Parken	0	NA		590	366	NA	NA	NA	NA	1581	ID34_1581	23880	24675	6	0	0	NA	NA
1581	ID34_1581	24732	Zeitplangebundener Personentransport	-1	NA	11:46:54	746	504	NA	NA	NA	NA	1581	ID34_1581	23878	24684	6	1	0	NA	NA
1581	ID34_1581	24726	Eigenbestimmtheit über die Anzahl und Auswahl der Mitfahrer	2	NA	11:46:08	334	38	NA	NA	NA	NA	1581	ID34_1581	23873	24675	6	1	0	NA	NA
1581	ID34_1581	24693	CO2 Ausstoß pro Person	1	NA	11:45:43	743	131	NA	NA	NA	NA	1581	ID34_1581	23874	24682	6	1	0	NA	NA
1581	ID34_1581	24684	Flexibilität	10	NA	11:46:35	598	537	NA	NA	NA	NA	1581	ID34_1581	23832	24675	6	1	0	NA	NA
1581	ID34_1581	24684	Flexibilität	10	NA	11:46:35	598	537	NA	NA	NA	NA	1581	ID34_1581	23831	24676	6	0	0	NA	NA
1581	ID34_1581	24682	Umweltfreundlichkeit	10	NA	11:46:24	579	174	NA	NA	NA	NA	1581	ID34_1581	23828	24676	6	1	0	NA	NA
1581	ID34_1581	24682	Umweltfreundlichkeit	10	NA	11:46:24	579	174	NA	NA	NA	NA	1581	ID34_1581	23826	24675	6	0	0	NA	NA
1581	ID34_1581	24676	Öffentliche Verkehrsmittel	0	NA	11:46:32	789	285	NA	NA	NA	NA	1581	ID34_1581	23821	24675	6	1	0	NA	NA
1597	ID34t2_1597	24859	Öffentliche Verkehrsmittel	0	NA	11:46:32	789	285	NA	NA	NA	NA	1597	ID34t2_1597	24038	24860	6	1	0	NA	NA
1597	ID34t2_1597	24858	Umweltfreundlichkeit	10	NA	11:46:24	579	174	NA	NA	NA	NA	1597	ID34t2_1597	24037	24860	6	0	0	NA	NA
1597	ID34t2_1597	24858	Umweltfreundlichkeit	10	NA	11:46:24	579	174	NA	NA	NA	NA	1597	ID34t2_1597	24036	24859	6	1	0	NA	NA
1597	ID34t2_1597	24857	Flexibilität	10	NA	11:46:35	598	537	NA	NA	NA	NA	1597	ID34t2_1597	24035	24859	6	0	0	NA	NA
1597	ID34t2_1597	24857	Flexibilität	10	NA	11:46:35	598	537	NA	NA	NA	NA	1597	ID34t2_1597	24034	24860	6	1	0	NA	NA
1597	ID34t2_1597	24856	CO2 Ausstoß pro Person	1	NA	11:45:43	743	131	NA	NA	NA	NA	1597	ID34t2_1597	24032	24858	6	1	0	NA	NA
1597	ID34t2_1597	24855	Eigenbestimmtheit über die Anzahl und Auswahl der Mitfahrer	2	NA	11:46:08	334	38	NA	NA	NA	NA	1597	ID34t2_1597	24033	24860	6	1	0	NA	NA
1597	ID34t2_1597	24854	Zeitplangebundener Personentransport	-1	NA	11:46:54	746	504	NA	NA	NA	NA	1597	ID34t2_1597	24031	24857	6	1	0	NA	NA
1597	ID34t2_1597	24853	Parken	0	NA		590	366	NA	NA	NA	NA	1597	ID34t2_1597	24030	24860	6	0	0	NA	NA
1597	ID34t2_1597	24853	Parken	0	NA		590	366	NA	NA	NA	NA	1597	ID34t2_1597	24029	24859	6	1	0	NA	NA
1597	ID34t2_1597	24852	Krankheitsübertragung durch Flächenkontakt	-1	NA	11:48:14	940	37	NA	NA	NA	NA	1597	ID34t2_1597	24028	24859	6	1	0	NA	NA
1597	ID34t2_1597	24852	Krankheitsübertragung durch Flächenkontakt	-1	NA	11:48:14	940	37	NA	NA	NA	NA	1597	ID34t2_1597	24027	24855	6	1	0	NA	NA
1597	ID34t2_1597	24851	Schnellere und direkter Reisen	1	NA	11:49:31	185	489	NA	NA	NA	NA	1597	ID34t2_1597	24026	24860	6	1	0	NA	NA
1597	ID34t2_1597	24850	schlechtere Kosten/Nutzen Bilanz	-1	NA	12:00:04	1057	404	NA	NA	NA	NA	1597	ID34t2_1597	24025	24859	6	1	0	NA	NA
1586	ID35_1586	24870	Hoher CO2 Austsoß	-3	NA		310	566	NA	NA	NA	NA	1586	ID35_1586	24083	24723	6	1	0	NA	NA
1586	ID35_1586	24870	Hoher CO2 Austsoß	-3	NA		310	566	NA	NA	NA	NA	1586	ID35_1586	24082	24666	6	1	0	NA	NA
1586	ID35_1586	24869	Hohe Produktionskosten	-2	NA		57	370	NA	NA	NA	NA	1586	ID35_1586	24084	24666	6	1	0	NA	NA
1586	ID35_1586	24781	Man muss immer dran denken einen Fahrschein zu haben	-1	NA		571	212	NA	NA	NA	NA	1586	ID35_1586	23915	24665	6	1	0	NA	NA
1586	ID35_1586	24738	Ansteckungsgefahr erhöht	-3	NA	11:51:11	473	467	NA	NA	NA	NA	1586	ID35_1586	23934	24665	6	1	0	NA	NA
1586	ID35_1586	24763	Überfüllte Abteilungen	-2	NA	11:51:46	702	119	NA	NA	NA	NA	1586	ID35_1586	23943	24738	6	1	0	NA	NA
1586	ID35_1586	24733	Unfreundliche Busfahrer	-1	NA	11:51:18	801	348	NA	NA	NA	NA	1586	ID35_1586	23932	24665	6	1	0	NA	NA
1586	ID35_1586	24725	Umweltfreundlich	3	NA	11:51:14	686	461	NA	NA	NA	NA	1586	ID35_1586	23933	24665	6	1	0	NA	NA
1586	ID35_1586	24723	Umweltunfreundlich	-3	NA	11:51:07	402	159	NA	NA	NA	NA	1586	ID35_1586	23937	24666	6	1	0	NA	NA
1586	ID35_1586	24694	Teuer in der Anschaffung	-3	NA	11:51:03	113	450	NA	NA	NA	NA	1586	ID35_1586	23945	24673	6	1	0	NA	NA
1586	ID35_1586	24694	Teuer in der Anschaffung	-3	NA	11:51:03	113	450	NA	NA	NA	NA	1586	ID35_1586	23942	24666	6	1	0	NA	NA
1586	ID35_1586	24692	Parkplatzsuche	-1	NA	11:50:55	149	244	NA	NA	NA	NA	1586	ID35_1586	23939	24666	6	1	0	NA	NA
1586	ID35_1586	24687	Verspätungen	-1	NA	11:51:21	603	30	NA	NA	NA	NA	1586	ID35_1586	23936	24665	6	1	0	NA	NA
1586	ID35_1586	24673	Hohe Unterhaltskosten	-1	NA	11:43:35	261	67	NA	NA	NA	NA	1586	ID35_1586	23938	24666	6	1	0	NA	NA
1586	ID35_1586	24671	Nur nach Fahrplan	-3	NA		795	219	NA	NA	NA	NA	1586	ID35_1586	23929	24665	6	1	0	NA	NA
1586	ID35_1586	24668	Zeitunabhängig	3	NA		109	136	NA	NA	NA	NA	1586	ID35_1586	23940	24666	6	1	0	NA	NA
1586	ID35_1586	24666	Eigener Pkw	0	NA		273	345	NA	NA	NA	NA	1586	ID35_1586	23796	24665	6	0	0	NA	NA
1586r	ID35t2_1586	24870	Hoher CO2 Austsoß	-3	NA		310	566	NA	NA	NA	NA	1586r	ID35t2_1586	24083	24723	6	1	0	NA	NA
1586r	ID35t2_1586	24870	Hoher CO2 Austsoß	-3	NA		310	566	NA	NA	NA	NA	1586r	ID35t2_1586	24082	24666	6	1	0	NA	NA
1586r	ID35t2_1586	24869	Hohe Produktionskosten	-2	NA		57	370	NA	NA	NA	NA	1586r	ID35t2_1586	24084	24666	6	1	0	NA	NA
1586r	ID35t2_1586	24781	Man muss immer dran denken einen Fahrschein zu haben	-1	NA		571	212	NA	NA	NA	NA	1586r	ID35t2_1586	23915	24665	6	1	0	NA	NA
